中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,773 Mbps,99020 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,46 ms,436 Mbps,55808 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,48 ms,443 Mbps,56729 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,49 ms,472 Mbps,60518 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,33 ms,2 Mbps,372 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,50 ms,521 Mbps,66764 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,66 ms,324 Mbps,41574 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,47 Mbps,6065 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,59 ms,479 Mbps,61337 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,176 Mbps,22630 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,180 Mbps,23040 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,226 Mbps,28979 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,114 ms,43 Mbps,5564 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,33 Mbps,4248 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,145 ms,39 Mbps,5040 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,150 ms,27 Mbps,3470 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,155 ms,40 Mbps,5138 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,142 Mbps,18227 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,197 ms,16 Mbps,2129 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,228 ms,6 Mbps,878 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,221 ms,63 Mbps,8072 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,265 ms,0 Mbps,109 kB/s
