中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,55 ms,474 Mbps,60723 kB/s
129.80.240.73,443,2604:980:1003:ed:0:bb94:5912:f402,US,Ashburn,隧道,55 ms,144 Mbps,18432 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,20 ms,976 Mbps,124928 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,17 ms,61 Mbps,7875 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,72 ms,526 Mbps,67379 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,60 ms,492 Mbps,63078 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,36 ms,75 Mbps,9640 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,117 ms,189 Mbps,24268 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,54 ms,377 Mbps,48332 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,474 Mbps,60723 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,137 ms,11 Mbps,1518 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,77 ms,435 Mbps,55705 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,64 ms,226 Mbps,28979 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,28 ms,364 Mbps,46592 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,25 ms,57 Mbps,7311 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,26 ms,47 Mbps,6128 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,19 ms,34 Mbps,4453 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,65 ms,10 Mbps,1402 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,65 ms,424 Mbps,54272 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,57 ms,92 Mbps,11776 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,75 ms,180 Mbps,23040 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,23 ms,91 Mbps,11673 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,72 ms,120 Mbps,15360 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,45 ms,4 Mbps,545 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,123 ms,24 Mbps,3182 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,106 ms,50 Mbps,6458 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,60 ms,544 Mbps,69632 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,168 ms,144 Mbps,18432 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,124 ms,196 Mbps,25088 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,144 ms,129 Mbps,16588 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,108 ms,24 Mbps,3097 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,196 ms,112 Mbps,14438 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,118 ms,44 Mbps,5668 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,208 ms,7 Mbps,943 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,214 ms,2 Mbps,332 kB/s
193.123.60.41,443,2a0b:21c0:100a:1b1:0:59a:ab98:a27a,DE,Frankfurt,隧道,141 ms,197 Mbps,25292 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,133 ms,180 Mbps,23040 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,191 ms,92 Mbps,11878 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,128 ms,100 Mbps,12902 kB/s
138.2.75.4,443,2603:c024:4512:f299:ad15:4581:5af6:8a,SG,Singapore,隧道,226 ms,62 Mbps,7975 kB/s
141.144.202.248,443,2a0b:21c0:1007:1c7:0:dee9:a42c:dcf7,DE,Frankfurt,隧道,125 ms,168 Mbps,21606 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,122 ms,12 Mbps,1658 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,206 ms,96 Mbps,12390 kB/s
138.2.56.246,443,138.2.56.246,JP,Osaka,中转,203 ms,66 Mbps,8483 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,146 ms,124 Mbps,15974 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,227 ms,37 Mbps,4747 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,133 ms,76 Mbps,9749 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,179 ms,108 Mbps,13926 kB/s
152.70.254.192,443,217.142.144.225,KR,Seoul,隧道,228 ms,82 Mbps,10547 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,104 ms,440 Mbps,56422 kB/s
8.219.216.7,443,8.219.66.146,SG,Singapore,隧道,209 ms,50 Mbps,6442 kB/s
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,160 Mbps,20480 kB/s
138.2.107.107,443,138.2.107.107,SG,Singapore,中转,224 ms,112 Mbps,14336 kB/s
140.238.60.225,443,140.238.60.225,JP,Tokyo,中转,234 ms,62 Mbps,8041 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,207 ms,21 Mbps,2782 kB/s
146.56.146.67,443,146.56.146.67,KR,Seoul,中转,214 ms,71 Mbps,9200 kB/s
152.69.232.160,443,128.14.104.155,SG,Singapore,隧道,230 ms,55 Mbps,7155 kB/s
8.222.130.116,443,8.219.116.219,SG,Singapore,隧道,244 ms,47 Mbps,6072 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,148 ms,18 Mbps,2374 kB/s
8.212.48.236,443,47.76.21.97,HK,Hong Kong,隧道,281 ms,70 Mbps,9030 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,242 ms,65 Mbps,8416 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,245 ms,33 Mbps,4344 kB/s
149.129.8.215,443,47.88.55.210,,San Jose,隧道,0 ms,3 Mbps,437 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:13c,KR,Seoul,隧道,198 ms,85 Mbps,10956 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,233 ms,86 Mbps,11059 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,235 ms,9 Mbps,1252 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,143 ms,213 Mbps,27340 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,172 ms,216 Mbps,27750 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,209 ms,64 Mbps,8223 kB/s
155.248.181.189,443,155.248.181.189,JP,Tokyo,中转,237 ms,30 Mbps,3962 kB/s
130.162.144.191,443,2a09:bac1:3f40:90::20b:8d,KR,Seoul,隧道,259 ms,39 Mbps,5085 kB/s
