中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,767 Mbps,98201 kB/s
129.146.7.98,443,2a09:bac5:60eb:183c::26a:22,US,Los Angeles,隧道,60 ms,64 Mbps,8243 kB/s
34.82.76.253,443,34.19.99.159,US,Seattle,隧道,54 ms,261 Mbps,33484 kB/s
35.197.23.75,443,35.212.209.68,US,Seattle,隧道,58 ms,244 Mbps,31232 kB/s
35.230.79.26,443,35.212.209.68,US,Seattle,隧道,48 ms,164 Mbps,21094 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,58 ms,487 Mbps,62361 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,55 ms,436 Mbps,55910 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,34 ms,1168 Mbps,149504 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,28 ms,56 Mbps,7243 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,37 Mbps,4852 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,33 Mbps,4243 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,59 ms,416 Mbps,53350 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,21 ms,1032 Mbps,132096 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,52 ms,570 Mbps,73011 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,111 ms,218 Mbps,27955 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,236 Mbps,30208 kB/s
158.101.201.244,443,2a0b:21c0:1007:1ca:0:5426:bc95:ce55,DE,Frankfurt,隧道,111 ms,232 Mbps,29798 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,204 Mbps,26214 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,112 ms,50 Mbps,6502 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,48 Mbps,6250 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,105 ms,10 Mbps,1373 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,115 ms,196 Mbps,25190 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,150 ms,149 Mbps,19148 kB/s
143.47.176.251,443,2a0b:21c0:100a:1b4:0:b6bc:f741:1fa7,DE,Frankfurt,隧道,114 ms,96 Mbps,12288 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,112 ms,48 Mbps,6218 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,147 ms,212 Mbps,27136 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,157 ms,1 Mbps,181 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,33 Mbps,4260 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,179 ms,42 Mbps,5501 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,148 ms,43 Mbps,5628 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,125 ms,42 Mbps,5417 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,207 ms,2 Mbps,325 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,185 ms,39 Mbps,5096 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,192 ms,84 Mbps,10752 kB/s
130.162.144.191,443,2a09:bac1:3f60::20b:78,KR,Seoul,隧道,178 ms,39 Mbps,5046 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,228 ms,30 Mbps,3882 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,189 ms,38 Mbps,4883 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,211 ms,36 Mbps,4662 kB/s
129.154.214.199,443,2607:a400:a:6c:0:9726:e22e:8c0b,US,Las Vegas,隧道,217 ms,67 Mbps,8659 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,216 ms,70 Mbps,9042 kB/s
168.138.165.174,443,168.138.165.174,SG,Hong Kong,中转,215 ms,29 Mbps,3820 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,228 ms,3 Mbps,386 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,208 ms,8 Mbps,1135 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,202 ms,31 Mbps,4046 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,206 ms,0 Mbps,53 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,338 ms,0 Mbps,14 kB/s
129.146.46.164,443,129.146.46.164,US,Las Vegas,中转,1125 ms,95 Mbps,12185 kB/s
