中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,27 ms,824 Mbps,105472 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,31 ms,856 Mbps,109568 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,39 ms,342 Mbps,43827 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,106 ms,12 Mbps,1540 kB/s
35.230.79.26,443,35.212.152.186,US,Seattle,隧道,59 ms,594 Mbps,76083 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,28 ms,317 Mbps,40652 kB/s
34.82.76.253,443,34.169.18.214,US,Seattle,隧道,51 ms,650 Mbps,83251 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,152 ms,165 Mbps,21196 kB/s
35.197.23.75,443,35.212.152.186,US,Seattle,隧道,38 ms,611 Mbps,78233 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,158 ms,140 Mbps,17920 kB/s
130.162.144.191,443,2a09:bac5:4757:1a14::299:22,KR,Seoul,隧道,138 ms,42 Mbps,5395 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,511 Mbps,65433 kB/s
152.67.251.232,443,152.67.251.232,US,San Jose,中转,29 ms,872 Mbps,111616 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,157 ms,105 Mbps,13516 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,34 ms,50 Mbps,6514 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,144 ms,119 Mbps,15257 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,83 ms,6 Mbps,776 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,85 ms,378 Mbps,48435 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,161 ms,148 Mbps,19046 kB/s
