中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,620 Mbps,79360 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,11 ms,7 Mbps,984 kB/s
35.230.79.26,443,35.212.181.70,US,Seattle,隧道,62 ms,420 Mbps,53760 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,257 Mbps,32972 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,7 ms,45 Mbps,5840 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,280 Mbps,35840 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,65 ms,256 Mbps,32768 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,66 ms,287 Mbps,36761 kB/s
35.197.23.75,443,35.212.181.70,US,Seattle,隧道,63 ms,359 Mbps,45977 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,341 Mbps,43724 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,88 ms,46 Mbps,5994 kB/s
34.82.76.253,443,35.185.231.63,US,Seattle,隧道,69 ms,367 Mbps,47001 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,212 Mbps,27238 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,103 ms,211 Mbps,27033 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,93 ms,43 Mbps,5574 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,112 Mbps,14336 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,42 Mbps,5501 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,161 ms,38 Mbps,4910 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,166 ms,22 Mbps,2922 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,169 ms,45 Mbps,5838 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,195 ms,34 Mbps,4409 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,215 ms,9 Mbps,1189 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,231 ms,8 Mbps,1130 kB/s
158.180.73.138,443,2602:ffe4:407:20da:0:2350:138c:ead,SG,Singapore,隧道,247 ms,30 Mbps,3954 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,217 ms,1 Mbps,167 kB/s
