中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,757 Mbps,96972 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,22 ms,4 Mbps,555 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,59 ms,312 Mbps,39936 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,69 ms,368 Mbps,47104 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,69 ms,372 Mbps,47718 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,88 ms,252 Mbps,32256 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,71 ms,319 Mbps,40857 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,284 Mbps,36352 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,328 Mbps,42086 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,91 ms,226 Mbps,28979 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,44 Mbps,5739 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,72 ms,323 Mbps,41369 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,277 Mbps,35532 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,91 ms,42 Mbps,5446 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,35 Mbps,4508 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,177 ms,39 Mbps,5003 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,105 Mbps,13516 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,37 Mbps,4799 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,228 ms,0 Mbps,87 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,244 ms,60 Mbps,7763 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,201 ms,64 Mbps,8263 kB/s
