中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,33 ms,523 Mbps,66969 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,63 ms,320 Mbps,41062 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,122 ms,208 Mbps,26726 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,2 Mbps,257 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,432 Mbps,55296 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,31 ms,53 Mbps,6886 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,86 ms,372 Mbps,47718 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,85 ms,43 Mbps,5631 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,52 ms,585 Mbps,74956 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,281 Mbps,36044 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,72 ms,362 Mbps,46387 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,228 Mbps,29286 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,236 Mbps,30310 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,275 Mbps,35225 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,76 ms,215 Mbps,27545 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,105 ms,217 Mbps,27852 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,97 ms,22 Mbps,2899 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,13 ms,37 Mbps,4818 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,100 ms,188 Mbps,24166 kB/s
138.2.141.3,443,2606:f240:f00:2be4:0:aed0:c76a:4d34,US,Frankfurt,隧道,131 ms,230 Mbps,29491 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,84 ms,200 Mbps,25702 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,91 ms,261 Mbps,33484 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,223 ms,35 Mbps,4512 kB/s
3.144.191.4,443,3.144.191.4,US,Ashburn,中转,49 ms,686 Mbps,87859 kB/s
144.22.252.124,443,144.22.252.124,BR,S
