中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,89 ms,232 Mbps,29798 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,3 ms,111 Mbps,14233 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,10 ms,170 Mbps,21811 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,6 ms,78 Mbps,10035 kB/s
35.197.23.75,443,35.212.201.120,US,Seattle,隧道,79 ms,338 Mbps,43315 kB/s
34.82.76.253,443,34.127.99.199,US,Seattle,隧道,79 ms,311 Mbps,39833 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,48 ms,579 Mbps,74137 kB/s
192.18.148.248,443,192.18.148.248,CA,Toronto,中转,15 ms,62 Mbps,7963 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,66 ms,291 Mbps,37273 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,37 ms,489 Mbps,62668 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,51 ms,73 Mbps,9426 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,90 ms,389 Mbps,49868 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,100 ms,296 Mbps,37888 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,20 ms,7 Mbps,964 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:a5,US,Los Angeles,隧道,86 ms,65 Mbps,8427 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,40 ms,527 Mbps,67481 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,86 ms,43 Mbps,5582 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,104 ms,24 Mbps,3127 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,87 ms,276 Mbps,35430 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,101 ms,224 Mbps,28774 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,82 ms,229 Mbps,29388 kB/s
35.230.79.26,443,35.212.201.120,US,Seattle,隧道,96 ms,378 Mbps,48435 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,73 ms,307 Mbps,39321 kB/s
