中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,33 ms,484 Mbps,61952 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,372 Mbps,47718 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,27 ms,737 Mbps,94412 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,232 Mbps,29798 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,42 ms,655 Mbps,83865 kB/s
152.70.53.38,443,2a0b:21c0:100a:1b1:0:a9e8:de66:6917,DE,Frankfurt,隧道,107 ms,131 Mbps,16793 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,1 ms,269 Mbps,34508 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,93 ms,268 Mbps,34304 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,23 ms,80 Mbps,10342 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,233 Mbps,29900 kB/s
143.47.251.112,443,2a0b:21c0:100a:1f9:0:3a5c:aa7a:49c3,DE,Frankfurt,隧道,95 ms,239 Mbps,30617 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,83 ms,293 Mbps,37580 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,214 Mbps,27443 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,67 ms,398 Mbps,50995 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,93 ms,42 Mbps,5394 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,228 Mbps,29286 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,122 ms,214 Mbps,27443 kB/s
143.47.238.255,443,2606:f240:f00:83a7:0:1172:ea15:750c,US,Frankfurt,隧道,105 ms,215 Mbps,27545 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,327 Mbps,41881 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,78 ms,411 Mbps,52633 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,106 ms,48 Mbps,6211 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,89 ms,308 Mbps,39526 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,85 ms,255 Mbps,32665 kB/s
