中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,229 Mbps,29388 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,84 ms,287 Mbps,36761 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,679 Mbps,86937 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,396 Mbps,50688 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,19 ms,43 Mbps,5519 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,7 ms,560 Mbps,71782 kB/s
35.197.23.75,443,35.212.219.103,US,Seattle,隧道,76 ms,319 Mbps,40857 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,21 ms,96 Mbps,12288 kB/s
35.230.79.26,443,35.212.219.103,US,Seattle,隧道,78 ms,313 Mbps,40140 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,42 Mbps,5490 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,86 ms,250 Mbps,32051 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,64 ms,43 Mbps,5562 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,96 ms,260 Mbps,33382 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,74 ms,92 Mbps,11878 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,85 ms,253 Mbps,32460 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,98 ms,1 Mbps,183 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,76 ms,443 Mbps,56729 kB/s
132.226.211.247,443,2606:f240:f00:6acf:0:7f86:6eb3:8ab,US,Frankfurt,隧道,101 ms,237 Mbps,30412 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,94 ms,45 Mbps,5887 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,77 ms,487 Mbps,62361 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,76 ms,200 Mbps,25600 kB/s
144.24.167.37,443,2606:f240:f00:2be4:0:a701:e50b:2a94,US,Frankfurt,隧道,104 ms,220 Mbps,28262 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,86 ms,39 Mbps,5067 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,171 ms,123 Mbps,15769 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,43 Mbps,5530 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,276 Mbps,35328 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,76 ms,349 Mbps,44748 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,4 Mbps,638 kB/s
158.101.201.244,443,2a0b:21c0:1007:c9:0:1538:93ee:5290,DE,Frankfurt,隧道,106 ms,240 Mbps,30822 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,102 ms,213 Mbps,27340 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,66 ms,336 Mbps,43110 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,198 ms,92 Mbps,11878 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,108 ms,42 Mbps,5457 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,107 ms,17 Mbps,2278 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,103 ms,324 Mbps,41472 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,200 ms,89 Mbps,11468 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,189 ms,89 Mbps,11468 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:11d,KR,Seoul,隧道,216 ms,79 Mbps,10137 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,203 ms,33 Mbps,4288 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,219 ms,22 Mbps,2914 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,224 ms,69 Mbps,8877 kB/s
8.219.1.169,443,8.219.1.169,SG,Singapore,中转,261 ms,10 Mbps,1315 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,225 ms,30 Mbps,3897 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,225 ms,5 Mbps,647 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,235 ms,35 Mbps,4547 kB/s
130.162.144.191,443,2a09:bac5:4737:1a14::299:6a,KR,Seoul,隧道,214 ms,32 Mbps,4208 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,213 ms,67 Mbps,8685 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,209 ms,1 Mbps,177 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,241 ms,35 Mbps,4559 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,216 ms,1 Mbps,159 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,274 ms,1 Mbps,201 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,198 ms,4 Mbps,601 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,266 ms,52 Mbps,6738 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,242 ms,2 Mbps,325 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,230 ms,0 Mbps,55 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,235 ms,32 Mbps,4166 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,244 ms,3 Mbps,506 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,279 ms,0 Mbps,12 kB/s
