中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,10 ms,944 Mbps,120832 kB/s
35.230.79.26,443,35.212.181.70,US,Seattle,隧道,25 ms,476 Mbps,60928 kB/s
129.146.46.164,443,129.146.46.164,US,295 Mbps,37785 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,21 ms,1000 Mbps,128000 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,30 ms,461 Mbps,59084 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,19 ms,741 Mbps,94924 kB/s
35.197.23.75,443,35.212.181.70,US,Seattle,隧道,23 ms,713 Mbps,91340 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,21 ms,665 Mbps,85196 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,70 ms,5 Mbps,756 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,70 ms,356 Mbps,45670 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,228 Mbps,29184 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,106 ms,51 Mbps,6543 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,116 ms,48 Mbps,6188 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,115 ms,47 Mbps,6134 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,136 ms,49 Mbps,6322 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,164 ms,129 Mbps,16588 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,153 ms,132 Mbps,16896 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,163 ms,45 Mbps,5849 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,153 ms,152 Mbps,19456 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,146 ms,5 Mbps,759 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,160 ms,45 Mbps,5787 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,179 ms,16 Mbps,2126 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,188 ms,2 Mbps,307 kB/s
