中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,816 Mbps,104448 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,6 ms,1272 Mbps,162816 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,59 ms,343 Mbps,43929 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1352 Mbps,173056 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,24 ms,636 Mbps,81408 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,6 ms,928 Mbps,118784 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,21 ms,756 Mbps,96870 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,72 ms,6 Mbps,823 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,33 ms,711 Mbps,91033 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,27 ms,968 Mbps,123904 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,109 ms,231 Mbps,29593 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,140 ms,48 Mbps,6264 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,114 ms,49 Mbps,6297 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,147 ms,45 Mbps,5874 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,127 ms,44 Mbps,5758 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,114 ms,46 Mbps,5977 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,162 ms,124 Mbps,15974 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,167 ms,135 Mbps,17305 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,170 ms,109 Mbps,14028 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,142 ms,142 Mbps,18227 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,160 ms,38 Mbps,4874 kB/s
143.47.176.251,443,163.123.193.4,DE,Munich,隧道,176 ms,97 Mbps,12492 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,175 ms,2 Mbps,264 kB/s
