中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
152.67.231.219,443,152.67.231.219,US,San Jose,中转,5 ms,63 Mbps,8129 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,4 ms,3 Mbps,452 kB/s
192.9.158.188,443,2a09:bac5:6442:1232::1d0:ec,US,San Jose,隧道,17 ms,244 Mbps,31232 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,63 ms,32 Mbps,4134 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,6 ms,1864 Mbps,238592 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,4 ms,704 Mbps,90112 kB/s
192.9.138.241,443,192.9.138.241,1976 Mbps,252928 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,32 ms,968 Mbps,123904 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,30 ms,1048 Mbps,134144 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,23 ms,968 Mbps,123904 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,677 Mbps,86732 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,149 ms,172 Mbps,22016 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,62 ms,457 Mbps,58572 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,92 ms,336 Mbps,43110 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,73 ms,448 Mbps,57446 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,10 ms,10 Mbps,1312 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,83 ms,332 Mbps,42496 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,109 ms,46 Mbps,6015 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,86 ms,343 Mbps,43929 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,131 ms,43 Mbps,5509 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,78 ms,42 Mbps,5472 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,113 ms,204 Mbps,26112 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,207 ms,112 Mbps,14336 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,131 ms,123 Mbps,15769 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,165 ms,108 Mbps,13824 kB/s
152.67.102.137,443,152.67.102.137,AU,Sydney,中转,180 ms,41 Mbps,5349 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,150 ms,37 Mbps,4814 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,81 ms,187 Mbps,23961 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,144 ms,80 Mbps,10342 kB/s
140.238.212.95,443,140.238.212.95,CH,Zurich,中转,188 ms,40 Mbps,5203 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,184 ms,142 Mbps,18227 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,72 ms,360 Mbps,46080 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,144 ms,117 Mbps,15052 kB/s
158.101.141.78,443,158.101.141.78,JP,Tokyo,中转,179 ms,39 Mbps,5047 kB/s
144.22.252.124,443,144.22.252.124,BR,S
