中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,33 ms,559 Mbps,71577 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,33 ms,569 Mbps,72908 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,42 ms,481 Mbps,61644 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,35 ms,498 Mbps,63795 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,642 Mbps,82227 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,34 ms,56 Mbps,7180 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,52 ms,501 Mbps,64204 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,57 ms,395 Mbps,50585 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,61 ms,521 Mbps,66764 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,381 Mbps,48844 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,56 ms,379 Mbps,48537 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,119 ms,166 Mbps,21299 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,129 ms,45 Mbps,5767 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,129 ms,162 Mbps,20787 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,129 ms,167 Mbps,21401 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,124 ms,160 Mbps,20582 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,137 ms,170 Mbps,21811 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,42 Mbps,5416 kB/s
143.47.245.240,443,2a0b:21c0:100a:1b7:0:ad08:265d:5d96,DE,Frankfurt,隧道,136 ms,160 Mbps,20480 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,133 ms,0 Mbps,93 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,132 ms,38 Mbps,4971 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,33 Mbps,4313 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,135 ms,46 Mbps,5978 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,165 ms,121 Mbps,15564 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,189 ms,18 Mbps,2426 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,177 ms,20 Mbps,2590 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,204 ms,2 Mbps,379 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,130 ms,44 Mbps,5697 kB/s
8.219.128.8,443,8.219.69.217,SG,Singapore,隧道,241 ms,25 Mbps,3321 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,188 ms,0 Mbps,26 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,380 ms,0 Mbps,13 kB/s
