中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,1296 Mbps,165888 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,57 Mbps,7305 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1376 Mbps,176128 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,26 ms,604 Mbps,77414 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,344 Mbps,44134 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,71 ms,344 Mbps,44134 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,68 ms,336 Mbps,43110 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,202 Mbps,25907 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,65 ms,364 Mbps,46694 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,92 ms,49 Mbps,6360 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,71 ms,328 Mbps,42086 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,236 Mbps,30310 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,354 Mbps,45363 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,95 ms,50 Mbps,6468 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,97 ms,292 Mbps,37478 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,93 ms,49 Mbps,6395 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,246 Mbps,31539 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,248 Mbps,31744 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,126 Mbps,16179 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,157 ms,0 Mbps,121 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,160 ms,42 Mbps,5378 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,16 Mbps,2154 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,183 ms,84 Mbps,10752 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,212 ms,33 Mbps,4276 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,223 ms,12 Mbps,1601 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,23 Mbps,2978 kB/s
158.101.130.149,443,2602:ffe4:407:21d9:0:b296:1490:1e60,SG,Singapore,隧道,237 ms,67 Mbps,8647 kB/s
168.138.50.249,443,168.138.50.249,JP,San Jose,中转,179 ms,36 Mbps,4705 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,223 ms,4 Mbps,548 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,215 ms,0 Mbps,6 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,130 ms,0 Mbps,33 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,1077 ms,268 Mbps,34406 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,1069 ms,231 Mbps,29593 kB/s
47.57.233.126,443,47.88.21.157,US,San Jose,隧道,200 ms,2 Mbps,327 kB/s
