中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,11 ms,573 Mbps,73420 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,18 ms,896 Mbps,114688 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,44 ms,639 Mbps,81817 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,3 ms,1864 Mbps,238592 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,20 ms,1000 Mbps,128000 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,524 Mbps,67174 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,24 ms,1032 Mbps,132096 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,72 ms,45 Mbps,5773 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,70 ms,292 Mbps,37376 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,226 Mbps,28979 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,66 ms,384 Mbps,49254 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,74 ms,341 Mbps,43724 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,105 ms,3 Mbps,387 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,121 ms,48 Mbps,6144 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,115 ms,223 Mbps,28569 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,111 ms,35 Mbps,4597 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,152 ms,115 Mbps,14745 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,164 ms,38 Mbps,4978 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,132 ms,1 Mbps,169 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,133 ms,123 Mbps,15769 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,174 ms,98 Mbps,12595 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,156 ms,8 Mbps,1048 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,160 ms,47 Mbps,6105 kB/s
158.101.221.74,443,209.177.81.218,DE,Frankfurt,隧道,158 ms,116 Mbps,14950 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,160 ms,45 Mbps,5806 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,169 ms,124 Mbps,15872 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,176 ms,43 Mbps,5600 kB/s
143.47.252.169,443,2a0b:21c0:1007:c9:0:e74d:eac3:a282,DE,Frankfurt,隧道,156 ms,67 Mbps,8679 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,162 ms,135 Mbps,17305 kB/s
152.70.52.84,443,2a0b:21c0:100a:1f9:0:d515:a04:b8c,DE,Frankfurt,隧道,158 ms,127 Mbps,16281 kB/s
146.56.146.67,443,2602:ffe4:407:21d9:0:beb0:479f:6780,SG,Singapore,隧道,196 ms,37 Mbps,4861 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,179 ms,4 Mbps,574 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,221 ms,0 Mbps,19 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,165 ms,0 Mbps,6 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,170 ms,20 Mbps,2587 kB/s
