中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,14 ms,720 Mbps,92160 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,66 ms,317 Mbps,40652 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,404 Mbps,51814 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,61 ms,307 Mbps,39321 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,70 ms,311 Mbps,39833 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,78 ms,260 Mbps,33280 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,78 ms,218 Mbps,27955 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,43 Mbps,5506 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,69 ms,296 Mbps,37990 kB/s
141.148.230.70,443,2606:f240:f00:5a42:0:bdb1:8803:9c16,DE,Frankfurt,隧道,92 ms,235 Mbps,30105 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,64 ms,310 Mbps,39731 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,73 ms,374 Mbps,47923 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,98 ms,280 Mbps,35840 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,77 ms,244 Mbps,31334 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,91 ms,49 Mbps,6352 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,72 ms,396 Mbps,50790 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,101 ms,49 Mbps,6362 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,48 Mbps,6194 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,136 Mbps,17408 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,177 ms,39 Mbps,5031 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,168 ms,4 Mbps,572 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,175 ms,44 Mbps,5699 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,21 Mbps,2757 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,214 ms,35 Mbps,4503 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,211 ms,34 Mbps,4369 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,250 ms,35 Mbps,4548 kB/s
129.159.84.71,443,129.159.84.71,US,Columbus,中转,122 ms,0 Mbps,77 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,7 ms,145 Mbps,18636 kB/s
150.230.217.106,443,2602:ffe4:407:20da:0:d4ea:ab53:f61a,SG,Singapore,隧道,503 ms,36 Mbps,4654 kB/s
