中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,6 ms,109 Mbps,14028 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,8 ms,1376 Mbps,176128 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,73 ms,264 Mbps,33792 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,10 ms,856 Mbps,109568 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:11a,US,Los Angeles,隧道,58 ms,87 Mbps,11161 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,692 Mbps,88678 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,91 ms,45 Mbps,5803 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,72 ms,290 Mbps,37171 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,379 Mbps,48537 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,58 ms,48 Mbps,6151 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,47 Mbps,6038 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,69 ms,252 Mbps,32358 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,70 ms,330 Mbps,42291 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,204 Mbps,26214 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,71 ms,245 Mbps,31436 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,78 ms,336 Mbps,43110 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,188 Mbps,24166 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,50 Mbps,6411 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,86 ms,260 Mbps,33280 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,65 ms,356 Mbps,45670 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,295 Mbps,37785 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,60 ms,376 Mbps,48128 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,89 ms,49 Mbps,6304 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,290 Mbps,37171 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,83 ms,200 Mbps,25600 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,215 ms,35 Mbps,4508 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,116 Mbps,14848 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,95 ms,38 Mbps,4875 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,165 ms,25 Mbps,3313 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,175 ms,23 Mbps,3049 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,34 Mbps,4377 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,167 ms,2 Mbps,348 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,34 Mbps,4354 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,123 ms,1 Mbps,155 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,190 ms,81 Mbps,10444 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,210 ms,34 Mbps,4357 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,251 ms,61 Mbps,7813 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,235 ms,2 Mbps,307 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,239 ms,3 Mbps,439 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,1090 ms,209 Mbps,26828 kB/s
