中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,780 Mbps,99840 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,6 ms,6 Mbps,832 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,57 ms,386 Mbps,49459 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,68 ms,357 Mbps,45772 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,79 ms,320 Mbps,40960 kB/s
35.230.79.26,443,35.212.236.25,US,Seattle,隧道,68 ms,376 Mbps,48128 kB/s
35.197.23.75,443,35.212.236.25,US,Seattle,隧道,69 ms,379 Mbps,48537 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,76 ms,290 Mbps,37171 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,88 ms,44 Mbps,5657 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,84 ms,5 Mbps,674 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,256 Mbps,32768 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,292 Mbps,37478 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,271 Mbps,34713 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,266 Mbps,34099 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,46 Mbps,5917 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,167 ms,111 Mbps,14233 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,173 ms,124 Mbps,15872 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,167 ms,40 Mbps,5242 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,185 ms,40 Mbps,5159 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,204 ms,35 Mbps,4507 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,204 ms,40 Mbps,5174 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,231 ms,2 Mbps,258 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,199 ms,80 Mbps,10240 kB/s
