中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,35.212.156.18,US,Seattle,隧道,72 ms,334 Mbps,42803 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,160 ms,129 Mbps,16588 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,90 ms,48 Mbps,6177 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,129 ms,160 Mbps,20582 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,49 ms,43 Mbps,5612 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,49 ms,678 Mbps,86835 kB/s
192.9.146.103,443,192.9.146.103,US,Denver,中转,67 ms,299 Mbps,38297 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,105 ms,47 Mbps,6057 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,71 ms,393 Mbps,50380 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,266 ms,36 Mbps,4685 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,65 ms,348 Mbps,44544 kB/s
129.146.46.164,443,129.146.46.164,US,294 Mbps,37683 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,72 ms,2 Mbps,347 kB/s
129.146.7.98,443,2a09:bac5:60ec:183c::26a:85,US,Los Angeles,隧道,85 ms,74 Mbps,9561 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,98 ms,47 Mbps,6094 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,239 ms,31 Mbps,4089 kB/s
47.90.141.204,443,91.149.239.62,US,Los Angeles,隧道,25 ms,32 Mbps,4199 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,31 ms,163 Mbps,20889 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,64 ms,568 Mbps,72806 kB/s
193.122.62.253,443,2a0b:21c0:100a:1b2:0:fa58:1028:6788,DE,Frankfurt,隧道,107 ms,140 Mbps,18022 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,239 ms,66 Mbps,8503 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,122 ms,103 Mbps,13209 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,211 ms,100 Mbps,12902 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,245 Mbps,31436 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,130 ms,218 Mbps,27955 kB/s
35.230.79.26,443,35.212.156.18,US,Seattle,隧道,86 ms,383 Mbps,49049 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,195 ms,35 Mbps,4570 kB/s
