中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,928 Mbps,118784 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,19 ms,651 Mbps,83353 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,1 ms,2224 Mbps,284672 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,32 ms,912 Mbps,116736 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,6 ms,1832 Mbps,234496 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,17 ms,2112 Mbps,270336 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,33 ms,455 Mbps,58265 kB/s
35.230.79.26,443,35.212.172.135,US,Seattle,隧道,23 ms,888 Mbps,113664 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,8 ms,446 Mbps,57139 kB/s
35.197.23.75,443,35.212.172.135,US,Seattle,隧道,26 ms,912 Mbps,116736 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,62 ms,405 Mbps,51916 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,75 ms,7 Mbps,960 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,110 ms,228 Mbps,29286 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,34 Mbps,4388 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,119 ms,226 Mbps,28979 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,42 Mbps,5488 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,163 ms,44 Mbps,5754 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,133 ms,47 Mbps,6059 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,160 ms,140 Mbps,18022 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,169 ms,30 Mbps,3956 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,163 ms,105 Mbps,13516 kB/s
8.219.97.136,443,47.236.1.53,SG,Singapore,隧道,167 ms,83 Mbps,10649 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,137 ms,113 Mbps,14540 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,157 ms,39 Mbps,5090 kB/s
