中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,5 ms,1584 Mbps,202752 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,12 ms,6 Mbps,840 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,7 ms,1432 Mbps,183296 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,28 ms,665 Mbps,85196 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,70 ms,272 Mbps,34816 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,400 Mbps,51302 kB/s
129.146.7.98,443,2a09:bac1:76e0:e18::1bd:11a,US,Los Angeles,隧道,67 ms,64 Mbps,8305 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,240 Mbps,30720 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,303 Mbps,38809 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,92 ms,46 Mbps,5925 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,75 ms,173 Mbps,22220 kB/s
141.144.198.61,443,2a0b:21c0:100a:1fa:0:32de:46b3:6bde,DE,Frankfurt,隧道,90 ms,204 Mbps,26214 kB/s
143.47.178.5,443,2a0b:21c0:100a:1b0:0:84f2:7d7:ca0f,DE,Frankfurt,隧道,96 ms,106 Mbps,13619 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,225 Mbps,28876 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,212 Mbps,27136 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,74 ms,223 Mbps,28569 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,219 Mbps,28057 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,85 ms,230 Mbps,29491 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,96 ms,261 Mbps,33484 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,94 ms,49 Mbps,6283 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,44 Mbps,5695 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,97 ms,43 Mbps,5563 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,166 ms,2 Mbps,274 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,166 ms,122 Mbps,15667 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,197 ms,40 Mbps,5168 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,224 ms,32 Mbps,4114 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,187 ms,75 Mbps,9642 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,31 Mbps,3987 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,240 ms,58 Mbps,7501 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,249 ms,39 Mbps,5013 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,234 ms,3 Mbps,445 kB/s
47.57.233.126,443,47.89.252.205,US,San Jose,隧道,199 ms,2 Mbps,308 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,153 ms,0 Mbps,35 kB/s
