中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,9 ms,1688 Mbps,216064 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,9 ms,1456 Mbps,186368 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,724 Mbps,92672 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,40 Mbps,5124 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::c:39c,US,Los Angeles,隧道,57 ms,83 Mbps,10649 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,70 ms,294 Mbps,37683 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,432 Mbps,55296 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,90 ms,45 Mbps,5883 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,87 ms,47 Mbps,6016 kB/s
143.47.190.37,443,2a0b:21c0:1007:ca:0:3bfe:c72:fd6a,DE,Frankfurt,隧道,91 ms,121 Mbps,15564 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,81 ms,244 Mbps,31334 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,88 ms,37 Mbps,4763 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,71 ms,359 Mbps,45977 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,78 ms,330 Mbps,42291 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,68 ms,288 Mbps,36966 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,99 ms,200 Mbps,25600 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,112 ms,26 Mbps,3419 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,212 Mbps,27136 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,255 Mbps,32665 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,92 ms,240 Mbps,30720 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,295 Mbps,37785 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,173 ms,44 Mbps,5661 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,166 ms,0 Mbps,122 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,162 ms,120 Mbps,15360 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,187 ms,41 Mbps,5337 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,193 ms,74 Mbps,9546 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,205 ms,6 Mbps,874 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,219 ms,32 Mbps,4192 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,211 ms,39 Mbps,5053 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,195 ms,89 Mbps,11468 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,237 ms,3 Mbps,434 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,225 ms,0 Mbps,1 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,218 ms,2 Mbps,324 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,277 ms,0 Mbps,18 kB/s
