中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,80 ms,380 Mbps,48742 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,41 ms,371 Mbps,47513 kB/s
158.178.147.110,443,2606:f240:f00:a683:0:1890:83b2:7b5b,US,Frankfurt,隧道,94 ms,221 Mbps,28364 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,77 ms,262 Mbps,33587 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,46 ms,480 Mbps,61440 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,584 Mbps,74752 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,253 Mbps,32460 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,7 ms,127 Mbps,16281 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,114 ms,214 Mbps,27443 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,64 ms,120 Mbps,15462 kB/s
47.253.129.190,443,47.253.129.190,US,Ashburn,中转,6 ms,54 Mbps,6942 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,82 ms,415 Mbps,53145 kB/s
130.162.217.245,443,98.98.166.182,US,Frankfurt,隧道,108 ms,246 Mbps,31539 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,8 ms,104 Mbps,13312 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,110 ms,45 Mbps,5865 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,91 ms,324 Mbps,41574 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,108 ms,250 Mbps,32051 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,33 ms,563 Mbps,72089 kB/s
141.144.196.172,443,2a0b:21c0:100a:1b0:0:2e15:dae0:4676,DE,Frankfurt,隧道,105 ms,224 Mbps,28672 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,61 ms,43 Mbps,5536 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,72 ms,6 Mbps,876 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,96 ms,350 Mbps,44851 kB/s
