中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,14 ms,944 Mbps,120832 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,29 ms,29 Mbps,3790 kB/s
35.230.79.26,443,35.212.191.179,US,Seattle,隧道,61 ms,478 Mbps,61235 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,52 ms,477 Mbps,61132 kB/s
47.90.141.204,443,91.149.239.234,US,Los Angeles,隧道,18 ms,25 Mbps,3275 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,52 ms,422 Mbps,54067 kB/s
34.82.76.253,443,34.83.80.46,US,Seattle,隧道,55 ms,417 Mbps,53452 kB/s
129.80.82.83,443,2604:980:1003:ed:0:3790:1ff0:5c49,US,Ashburn,隧道,33 ms,532 Mbps,68198 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,342 Mbps,43827 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,114 ms,233 Mbps,29900 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,34 ms,29 Mbps,3712 kB/s
47.254.17.234,443,47.254.17.234,US,San Jose,中转,49 ms,40 Mbps,5157 kB/s
35.197.23.75,443,35.212.191.179,US,Seattle,隧道,53 ms,528 Mbps,67686 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,26 ms,840 Mbps,107520 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,65 ms,427 Mbps,54681 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,119 ms,202 Mbps,25907 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,447 Mbps,57241 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,117 ms,47 Mbps,6091 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,128 ms,184 Mbps,23654 kB/s
192.9.146.103,443,192.9.146.103,US,San Jose,中转,69 ms,372 Mbps,47718 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,163 Mbps,20889 kB/s
141.148.241.78,443,2a0b:21c0:1007:1c9:0:629b:4700:af6,DE,Frankfurt,隧道,132 ms,163 Mbps,20889 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,124 ms,205 Mbps,26316 kB/s
150.230.22.152,443,2606:f240:f00:a683:0:2071:1fe7:115d,US,Frankfurt,隧道,139 ms,196 Mbps,25088 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,72 ms,270 Mbps,34611 kB/s
129.80.13.33,443,2604:980:1003:ee:0:b559:e735:b2ff,US,Ashburn,隧道,43 ms,500 Mbps,64000 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,130 ms,79 Mbps,10137 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,181 ms,107 Mbps,13721 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,57 ms,0 Mbps,16 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,122 ms,25 Mbps,3214 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,125 ms,243 Mbps,31129 kB/s
152.70.22.175,443,2a0b:21c0:100a:1b5:0:ba78:7ce9:406,DE,Frankfurt,隧道,119 ms,114 Mbps,14643 kB/s
152.70.55.39,443,98.98.166.182,US,Frankfurt,隧道,122 ms,200 Mbps,25600 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,143 Mbps,18329 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,142 ms,45 Mbps,5780 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,119 ms,45 Mbps,5882 kB/s
144.24.185.74,443,2606:f240:f00:2be4:0:2cae:1382:deb7,US,Frankfurt,隧道,124 ms,212 Mbps,27136 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,208 ms,26 Mbps,3335 kB/s
146.56.188.113,443,146.56.188.113,KR,Seoul,中转,216 ms,39 Mbps,5003 kB/s
158.101.217.62,443,2a0b:21c0:100a:1b2:0:3729:6849:109e,DE,Frankfurt,隧道,114 ms,181 Mbps,23244 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,130 ms,38 Mbps,4890 kB/s
130.162.135.9,443,130.162.135.9,KR,Seoul,中转,204 ms,38 Mbps,4877 kB/s
168.138.149.17,443,168.138.149.17,BR,S
