中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,105 ms,115 Mbps,14745 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,27 ms,545 Mbps,69836 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,81 ms,415 Mbps,53145 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,103 ms,217 Mbps,27852 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,89 ms,38 Mbps,4896 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,93 ms,46 Mbps,6014 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,102 ms,221 Mbps,28364 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,39 ms,586 Mbps,75059 kB/s
141.148.235.113,443,2a0b:21c0:1007:ca:0:bdb:2f86:33c1,DE,Frankfurt,隧道,100 ms,245 Mbps,31436 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,317 Mbps,40652 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,131 Mbps,16793 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,80 ms,321 Mbps,41164 kB/s
129.146.7.98,443,2a09:bac1:76a0:e18::26a:57,US,Los Angeles,隧道,73 ms,68 Mbps,8718 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,24 ms,412 Mbps,52736 kB/s
35.197.23.75,443,35.212.224.237,US,Seattle,隧道,85 ms,359 Mbps,45977 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,70 ms,28 Mbps,3631 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,24 ms,32 Mbps,4219 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,93 ms,236 Mbps,30208 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,83 ms,392 Mbps,50176 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,85 ms,436 Mbps,55808 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,105 ms,46 Mbps,5985 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,89 ms,358 Mbps,45875 kB/s
35.230.79.26,443,35.212.224.237,US,Seattle,隧道,86 ms,388 Mbps,49766 kB/s
132.226.31.178,443,2a09:bac5:60ea:1846::26b:ac,US,Los Angeles,隧道,61 ms,8 Mbps,1066 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,110 ms,41 Mbps,5251 kB/s
