中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,32 ms,719 Mbps,92057 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,6 ms,1296 Mbps,165888 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,5 ms,705 Mbps,90316 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,70 ms,349 Mbps,44748 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,63 ms,397 Mbps,50892 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,63 ms,332 Mbps,42496 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,67 ms,330 Mbps,42291 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,92 ms,193 Mbps,24780 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,256 Mbps,32870 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,95 ms,208 Mbps,26624 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,97 ms,50 Mbps,6456 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,94 ms,255 Mbps,32665 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,168 Mbps,21606 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,68 ms,444 Mbps,56832 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,93 ms,261 Mbps,33484 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,70 ms,483 Mbps,61849 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,49 Mbps,6397 kB/s
35.197.23.75,443,35.212.220.140,US,Seattle,隧道,70 ms,392 Mbps,50278 kB/s
35.230.79.26,443,35.212.220.140,US,Seattle,隧道,73 ms,372 Mbps,47718 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,100 ms,42 Mbps,5416 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,116 Mbps,14950 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,166 ms,39 Mbps,5041 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,170 ms,40 Mbps,5150 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,160 ms,38 Mbps,4942 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,170 ms,43 Mbps,5551 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,207 ms,36 Mbps,4622 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,206 ms,77 Mbps,9965 kB/s
131.186.33.175,443,2602:ffe4:407:20da:0:817e:89bc:6bf7,SG,Singapore,隧道,240 ms,53 Mbps,6799 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,236 ms,2 Mbps,265 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,217 ms,42 Mbps,5436 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,222 ms,28 Mbps,3632 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,241 ms,29 Mbps,3791 kB/s
146.56.171.110,443,2602:ffe4:407:20d9:0:41ae:85b1:b72f,SG,Singapore,隧道,302 ms,42 Mbps,5457 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,201 ms,30 Mbps,3919 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,214 ms,0 Mbps,5 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,303 ms,0 Mbps,11 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,93 ms,42 Mbps,5437 kB/s
