中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,22 ms,792 Mbps,101376 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,16 ms,2 Mbps,313 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,62 ms,319 Mbps,40857 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,60 ms,415 Mbps,53145 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,69 ms,314 Mbps,40243 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,78 ms,337 Mbps,43212 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,91 ms,228 Mbps,29286 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,54 ms,396 Mbps,50688 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,340 Mbps,43622 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,240 Mbps,30720 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,69 ms,352 Mbps,45158 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,45 Mbps,5820 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,94 ms,278 Mbps,35635 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,94 ms,222 Mbps,28467 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,87 ms,43 Mbps,5567 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,73 Mbps,9415 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,38 Mbps,4953 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,171 ms,38 Mbps,4932 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,35 Mbps,4508 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,216 ms,9 Mbps,1253 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,242 ms,36 Mbps,4727 kB/s
