中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,83 ms,256 Mbps,32870 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,26 ms,66 Mbps,8505 kB/s
34.82.76.253,443,34.83.158.48,US,Seattle,隧道,103 ms,324 Mbps,41472 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,99 ms,244 Mbps,31334 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,84 ms,278 Mbps,35635 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,50 ms,635 Mbps,81305 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,80 ms,305 Mbps,39116 kB/s
141.144.207.214,443,2a0b:21c0:100a:1b1:0:c12d:fe95:4777,DE,Frankfurt,隧道,95 ms,253 Mbps,32460 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,222 ms,42 Mbps,5451 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,62 ms,464 Mbps,59494 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,73 ms,352 Mbps,45158 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,106 ms,240 Mbps,30822 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,42 ms,64 Mbps,8233 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,87 ms,48 Mbps,6219 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,7 ms,100 Mbps,12902 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,64 ms,431 Mbps,55193 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,228 Mbps,29286 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,38 ms,482 Mbps,61747 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,88 ms,23 Mbps,2964 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,90 ms,281 Mbps,36044 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,27 ms,2 Mbps,267 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,20 ms,40 Mbps,5186 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,87 ms,252 Mbps,32358 kB/s
158.101.192.178,443,23.236.112.222,DE,Frankfurt,隧道,108 ms,112 Mbps,14336 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,90 ms,224 Mbps,28774 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,75 ms,17 Mbps,2298 kB/s
