中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,247 Mbps,31641 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,300 Mbps,38400 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,536 Mbps,68710 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,4 ms,41 Mbps,5364 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,95 ms,234 Mbps,30003 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,290 Mbps,37171 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,87 ms,29 Mbps,3737 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,76 ms,332 Mbps,42496 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,81 ms,44 Mbps,5655 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,72 ms,275 Mbps,35225 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,90 ms,232 Mbps,29798 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,79 ms,233 Mbps,29900 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,87 ms,48 Mbps,6219 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,268 Mbps,34304 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,111 ms,348 Mbps,44544 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,85 ms,344 Mbps,44032 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,89 ms,195 Mbps,24985 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,122 ms,48 Mbps,6210 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,92 ms,45 Mbps,5802 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,170 ms,124 Mbps,15974 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,198 ms,111 Mbps,14233 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,93 ms,27 Mbps,3491 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,128 ms,43 Mbps,5615 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,101 ms,6 Mbps,841 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,197 ms,108 Mbps,13926 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,198 ms,34 Mbps,4423 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,221 ms,34 Mbps,4428 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,204 ms,84 Mbps,10752 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,227 ms,21 Mbps,2769 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,233 ms,29 Mbps,3716 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,213 ms,38 Mbps,4953 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,231 ms,2 Mbps,272 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,205 ms,88 Mbps,11264 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,232 ms,0 Mbps,114 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,260 ms,33 Mbps,4344 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,230 ms,36 Mbps,4699 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,224 ms,59 Mbps,7646 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,222 ms,33 Mbps,4239 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,211 ms,58 Mbps,7509 kB/s
130.162.144.191,443,2a09:bac5:4736:1a14::299:29,KR,Seoul,隧道,214 ms,31 Mbps,4071 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,221 ms,3 Mbps,471 kB/s
152.70.71.23,443,152.70.71.23,IN,Milan,中转,219 ms,33 Mbps,4238 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,240 ms,1 Mbps,251 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,212 ms,1 Mbps,247 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,203 ms,6 Mbps,786 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,46 Mbps,5929 kB/s
193.123.80.245,443,193.123.80.245,AE,Paris,中转,197 ms,16 Mbps,2127 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,222 ms,0 Mbps,14 kB/s
