中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,68 ms,366 Mbps,46899 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,28 ms,671 Mbps,85913 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:ed,US,Los Angeles,隧道,60 ms,74 Mbps,9497 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,82 ms,45 Mbps,5792 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,212 Mbps,27238 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,64 ms,1144 Mbps,146432 kB/s
138.2.148.6,443,2a0b:21c0:100a:1fa:0:dd7c:67e0:683a,DE,Frankfurt,隧道,90 ms,108 Mbps,13926 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,267 Mbps,34201 kB/s
138.2.225.254,443,138.2.225.254,US,San Jose,中转,73 ms,296 Mbps,37888 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,19 ms,424 Mbps,54374 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,74 ms,278 Mbps,35635 kB/s
47.89.151.17,443,47.89.151.17,US,Ashburn,中转,4 ms,72 Mbps,9316 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,5 ms,77 Mbps,9938 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,16 ms,58 Mbps,7498 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,17 ms,760 Mbps,97280 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,220 Mbps,28160 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,76 ms,239 Mbps,30617 kB/s
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,66 ms,308 Mbps,39424 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,111 ms,225 Mbps,28876 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,68 ms,273 Mbps,35020 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,76 ms,1 Mbps,237 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,94 ms,118 Mbps,15155 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,85 ms,29 Mbps,3830 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,89 ms,47 Mbps,6042 kB/s
