中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,36 ms,132 Mbps,16998 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,89 ms,45 Mbps,5842 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,17 ms,800 Mbps,102400 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,2 ms,77 Mbps,9926 kB/s
35.230.79.26,443,35.212.215.237,US,Seattle,隧道,69 ms,282 Mbps,36147 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,33 ms,247 Mbps,31641 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,7 ms,109 Mbps,14028 kB/s
129.146.7.98,443,2a09:bac1:7680:e18::26b:d3,US,Los Angeles,隧道,61 ms,83 Mbps,10649 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,79 ms,268 Mbps,34304 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,253 Mbps,32460 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,99 ms,332 Mbps,42598 kB/s
35.197.23.75,443,35.212.215.237,US,Seattle,隧道,71 ms,337 Mbps,43212 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,240 Mbps,30720 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,69 ms,108 Mbps,13824 kB/s
193.123.38.223,443,2a0b:21c0:1007:1c7:0:4e2d:bf43:ad16,DE,Frankfurt,隧道,107 ms,269 Mbps,34508 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,92 ms,47 Mbps,6124 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,103 ms,293 Mbps,37580 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,115 ms,48 Mbps,6171 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,74 ms,231 Mbps,29593 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,104 ms,45 Mbps,5804 kB/s
193.123.61.156,443,2a0b:21c0:100a:1b7:0:4587:2b05:2302,DE,Frankfurt,隧道,103 ms,220 Mbps,28262 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,83 ms,230 Mbps,29491 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,100 ms,225 Mbps,28876 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,70 ms,45 Mbps,5859 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,94 ms,339 Mbps,43417 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,3 ms,0 Mbps,69 kB/s
158.101.221.74,443,2a0b:21c0:1007:cb:0:159:cab9:c639,DE,Frankfurt,隧道,100 ms,212 Mbps,27136 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,82 ms,298 Mbps,38195 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,81 ms,46 Mbps,5977 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,84 ms,201 Mbps,25804 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,126 ms,176 Mbps,22528 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,96 ms,44 Mbps,5691 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,186 ms,130 Mbps,16691 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,102 ms,51 Mbps,6544 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,206 ms,108 Mbps,13824 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,215 ms,108 Mbps,13824 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:107,KR,Seoul,隧道,200 ms,79 Mbps,10137 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,235 ms,2 Mbps,311 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,244 ms,37 Mbps,4799 kB/s
193.123.80.245,443,193.123.80.245,AE,Amsterdam,中转,205 ms,8 Mbps,1101 kB/s
