中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,856 Mbps,109568 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,15 ms,7 Mbps,967 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,66 ms,288 Mbps,36966 kB/s
35.230.79.26,443,35.212.176.58,US,Seattle,隧道,70 ms,355 Mbps,45465 kB/s
35.197.23.75,443,35.212.176.58,US,Seattle,隧道,72 ms,310 Mbps,39731 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,64 ms,393 Mbps,50380 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,74 ms,328 Mbps,41984 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,64 ms,445 Mbps,57036 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,65 ms,469 Mbps,60108 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,44 Mbps,5723 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,91 ms,288 Mbps,36966 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,61 ms,341 Mbps,43724 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,76 ms,264 Mbps,33792 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,96 ms,236 Mbps,30208 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,76 ms,328 Mbps,42086 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,88 ms,223 Mbps,28569 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,99 ms,44 Mbps,5682 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,117 Mbps,15052 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,38 Mbps,4977 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,43 Mbps,5583 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,192 ms,36 Mbps,4630 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,222 ms,3 Mbps,429 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,203 ms,40 Mbps,5243 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,85 ms,47 Mbps,6105 kB/s
