中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,580 Mbps,74240 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,35 ms,709 Mbps,90828 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,68 ms,236 Mbps,30208 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,139 ms,16 Mbps,2134 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,23 ms,67 Mbps,8597 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,74 ms,275 Mbps,35225 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,208 Mbps,26624 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,82 ms,224 Mbps,28774 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,69 ms,335 Mbps,42905 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,39 ms,480 Mbps,61542 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,194 Mbps,24883 kB/s
130.162.181.139,443,2a0b:21c0:1007:cb:0:858d:92da:3303,DE,Frankfurt,隧道,165 ms,192 Mbps,24576 kB/s
144.21.37.27,443,2a0b:21c0:100a:1fa:0:ebb1:d702:53d2,DE,Frankfurt,隧道,89 ms,136 Mbps,17510 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,134 ms,332 Mbps,42496 kB/s
152.70.53.38,443,98.98.166.194,US,Frankfurt,隧道,88 ms,250 Mbps,32051 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,303 Mbps,38809 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,156 ms,250 Mbps,32051 kB/s
132.226.31.178,443,2a09:bac1:76a0:e18::c:364,US,Los Angeles,隧道,74 ms,42 Mbps,5431 kB/s
