中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.230.79.26,443,35.212.251.233,US,Seattle,隧道,52 ms,540 Mbps,69120 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,18 ms,1032 Mbps,132096 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,34 ms,677 Mbps,86732 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,171 Mbps,21913 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,24 ms,62 Mbps,7950 kB/s
47.253.192.14,443,47.253.192.14,US,Ashburn,中转,40 ms,359 Mbps,45977 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,23 ms,0 Mbps,125 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,54 ms,388 Mbps,49766 kB/s
47.253.152.99,443,47.253.152.99,US,Ashburn,中转,33 ms,379 Mbps,48537 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,56 ms,512 Mbps,65638 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,30 ms,450 Mbps,57651 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,55 ms,559 Mbps,71577 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,19 ms,63 Mbps,8068 kB/s
35.197.23.75,443,35.212.251.233,US,Seattle,隧道,50 ms,548 Mbps,70246 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,73 ms,308 Mbps,39424 kB/s
47.253.161.22,443,47.253.161.22,US,Ashburn,中转,33 ms,108 Mbps,13824 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,22 ms,74 Mbps,9587 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,64 ms,442 Mbps,56627 kB/s
144.24.53.45,443,144.24.53.45,US,Los Angeles,中转,61 ms,48 Mbps,6194 kB/s
158.101.210.248,443,2606:f240:f00:dd8d:0:9e2d:5e0d:8589,US,Frankfurt,隧道,120 ms,116 Mbps,14848 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,128 ms,196 Mbps,25088 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,137 ms,167 Mbps,21401 kB/s
141.147.67.4,443,2a0b:21c0:1007:c9:0:fa32:bd8d:e16c,DE,Frankfurt,隧道,119 ms,205 Mbps,26316 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,15 ms,102 Mbps,13107 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,134 ms,184 Mbps,23654 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,122 ms,43 Mbps,5584 kB/s
194.36.24.34,443,2a0f:5707:fa21::1,US,San Jose,隧道,50 ms,604 Mbps,77312 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,48 ms,17 Mbps,2198 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,201 ms,37 Mbps,4752 kB/s
47.90.141.204,443,91.149.239.70,US,Los Angeles,隧道,22 ms,21 Mbps,2808 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,120 ms,227 Mbps,29081 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,62 ms,318 Mbps,40755 kB/s
141.144.203.177,443,2a0b:21c0:1007:1ca:0:5cbe:f488:ae28,DE,Frankfurt,隧道,121 ms,174 Mbps,22323 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,108 ms,18 Mbps,2426 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,109 ms,448 Mbps,57446 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,146 ms,131 Mbps,16793 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,120 ms,36 Mbps,4698 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,197 ms,105 Mbps,13516 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,222 Mbps,28467 kB/s
129.153.116.130,443,129.153.116.130,US,Los Angeles,中转,49 ms,44 Mbps,5643 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,99 ms,207 Mbps,26521 kB/s
130.61.169.24,443,130.61.169.24,DE,Frankfurt,中转,132 ms,184 Mbps,23654 kB/s
193.122.58.158,443,193.122.58.158,DE,Frankfurt,中转,137 ms,42 Mbps,5482 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,78 ms,295 Mbps,37785 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,202 ms,9 Mbps,1241 kB/s
152.67.96.55,443,152.67.96.55,AU,Sydney,中转,188 ms,36 Mbps,4616 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,192 ms,40 Mbps,5161 kB/s
140.238.120.120,443,2606:f240:f00:46c4:0:6c45:150b:5d53,US,Frankfurt,隧道,112 ms,177 Mbps,22732 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,235 ms,2 Mbps,296 kB/s
8.210.58.6,443,8.210.58.6,HK,Hong Kong,中转,253 ms,15 Mbps,1923 kB/s
158.101.219.252,443,2a0b:21c0:100a:1b0:0:7871:745:f91,DE,Frankfurt,隧道,136 ms,93 Mbps,11980 kB/s
144.22.252.124,443,144.22.252.124,BR,S
