中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,352 Mbps,45158 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,72 ms,348 Mbps,44646 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,7 ms,1 Mbps,161 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,98 ms,211 Mbps,27033 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,5 ms,747 Mbps,95641 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,10 ms,64 Mbps,8264 kB/s
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,71 ms,380 Mbps,48640 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,88 ms,244 Mbps,31334 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,91 ms,42 Mbps,5420 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,69 ms,327 Mbps,41881 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,23 ms,471 Mbps,60313 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,90 ms,48 Mbps,6231 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,86 ms,217 Mbps,27852 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,83 ms,272 Mbps,34816 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,68 ms,340 Mbps,43622 kB/s
84.235.162.73,443,98.98.166.178,US,Frankfurt,隧道,92 ms,279 Mbps,35737 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,92 ms,320 Mbps,41062 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,97 ms,25 Mbps,3318 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,101 ms,47 Mbps,6078 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,68 ms,45 Mbps,5792 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,79 ms,217 Mbps,27852 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,83 ms,46 Mbps,6002 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,127 ms,45 Mbps,5803 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,105 ms,268 Mbps,34304 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,12 ms,73 Mbps,9427 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,91 ms,41 Mbps,5335 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,97 ms,289 Mbps,37068 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,25 Mbps,3263 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,96 ms,265 Mbps,33996 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,96 ms,43 Mbps,5580 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,110 ms,244 Mbps,31334 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,119 Mbps,15257 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,199 ms,14 Mbps,1822 kB/s
130.162.144.191,443,2a09:bac5:4734:1482::20b:59,KR,Seoul,隧道,208 ms,33 Mbps,4325 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,198 ms,83 Mbps,10649 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,214 ms,36 Mbps,4616 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,189 ms,136 Mbps,17510 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,227 ms,124 Mbps,15872 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,206 ms,44 Mbps,5650 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,211 ms,83 Mbps,10649 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,206 ms,114 Mbps,14643 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,250 ms,2 Mbps,262 kB/s
152.70.71.23,443,152.70.71.23,IN,Marseille,中转,227 ms,25 Mbps,3310 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,233 ms,34 Mbps,4417 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,253 ms,92 Mbps,11878 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,221 ms,25 Mbps,3265 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,232 ms,3 Mbps,392 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,252 ms,38 Mbps,4904 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,251 ms,50 Mbps,6498 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,251 ms,38 Mbps,4874 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,196 ms,33 Mbps,4250 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,235 ms,8 Mbps,1105 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,219 ms,2 Mbps,302 kB/s
