中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
184.169.181.217,443,184.169.181.217,US,San Jose,中转,11 ms,1320 Mbps,168960 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,5 ms,637 Mbps,81612 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,21 ms,832 Mbps,106496 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,37 ms,459 Mbps,58777 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,39 ms,944 Mbps,120832 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,35 ms,944 Mbps,120832 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,24 ms,80 Mbps,10240 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,654 Mbps,83763 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,6 ms,824 Mbps,105472 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,30 ms,320 Mbps,41062 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,65 ms,368 Mbps,47206 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,69 ms,24 Mbps,3179 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,67 ms,304 Mbps,39014 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,75 ms,10 Mbps,1293 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,115 ms,39 Mbps,5113 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,140 ms,188 Mbps,24166 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,113 ms,192 Mbps,24576 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,116 ms,42 Mbps,5485 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,115 ms,51 Mbps,6589 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,105 ms,4 Mbps,559 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,139 ms,140 Mbps,18022 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,157 ms,129 Mbps,16588 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,151 ms,15 Mbps,1963 kB/s
193.122.125.14,443,132.226.226.133,KR,Seoul,隧道,145 ms,134 Mbps,17203 kB/s
84.235.162.73,443,2a0b:21c0:100a:1f9:0:b7e1:1c59:84bf,DE,Frankfurt,隧道,166 ms,132 Mbps,16998 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,172 ms,155 Mbps,19865 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,166 ms,112 Mbps,14336 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,158 ms,44 Mbps,5654 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,134 ms,7 Mbps,900 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,188 ms,41 Mbps,5299 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,166 ms,115 Mbps,14745 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,185 ms,3 Mbps,413 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,160 ms,42 Mbps,5423 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,187 ms,42 Mbps,5459 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,185 ms,87 Mbps,11161 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,144 ms,44 Mbps,5713 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,159 ms,43 Mbps,5562 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,174 ms,0 Mbps,5 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,169 ms,0 Mbps,54 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,449 ms,0 Mbps,8 kB/s
