中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,11 ms,773 Mbps,99020 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,50 ms,392 Mbps,50176 kB/s
35.197.23.75,443,35.212.173.121,US,Seattle,隧道,47 ms,507 Mbps,64921 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,48 ms,370 Mbps,47411 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,63 ms,458 Mbps,58675 kB/s
35.230.79.26,443,35.212.173.121,US,Seattle,隧道,48 ms,537 Mbps,68812 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,49 ms,512 Mbps,65536 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,34 ms,7 Mbps,969 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,406 Mbps,52019 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,190 Mbps,24371 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,116 ms,223 Mbps,28569 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,105 ms,47 Mbps,6087 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,153 ms,150 Mbps,19251 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,113 ms,191 Mbps,24473 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,117 ms,38 Mbps,4965 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,142 ms,165 Mbps,21196 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,157 ms,37 Mbps,4765 kB/s
141.147.165.223,443,140.238.41.131,JP,Tokyo,隧道,149 ms,101 Mbps,13004 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,155 ms,41 Mbps,5343 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,198 ms,34 Mbps,4454 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,214 ms,31 Mbps,4075 kB/s
