中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
3.144.191.4,443,3.144.191.4,US,Columbus,中转,37 ms,680 Mbps,87142 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,79 ms,342 Mbps,43827 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,35 ms,578 Mbps,74035 kB/s
130.162.175.136,443,2a0b:21c0:100a:1b7:0:48e4:5218:8930,DE,Frankfurt,隧道,106 ms,182 Mbps,23347 kB/s
192.9.158.188,443,2a09:bac5:6444:28::4:2fc,US,San Jose,隧道,91 ms,161 Mbps,20684 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,68 ms,313 Mbps,40140 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,106 ms,197 Mbps,25292 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,123 ms,218 Mbps,27955 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,90 ms,48 Mbps,6243 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,111 ms,177 Mbps,22732 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,85 ms,49 Mbps,6391 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,93 ms,268 Mbps,34304 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,88 ms,366 Mbps,46899 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,70 ms,234 Mbps,30003 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,18 ms,71 Mbps,9131 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,41 ms,63 Mbps,8080 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,75 ms,381 Mbps,48844 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,229 Mbps,29388 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,76 ms,41 Mbps,5286 kB/s
152.70.60.77,443,2a0b:21c0:100a:1b4:0:7830:36b6:ac00,DE,Frankfurt,隧道,96 ms,210 Mbps,26931 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,101 ms,47 Mbps,6040 kB/s
152.67.231.219,443,152.67.231.219,US,San Jose,中转,80 ms,44 Mbps,5691 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,126 ms,92 Mbps,11776 kB/s
143.47.240.52,443,98.98.156.26,DE,Frankfurt,隧道,121 ms,197 Mbps,25292 kB/s
158.101.201.253,443,2a0b:21c0:1007:1c8:0:8b71:b071:127,DE,Frankfurt,隧道,101 ms,124 Mbps,15872 kB/s
144.21.37.253,443,2a0b:21c0:1007:1c9:0:936c:951:c936,DE,Frankfurt,隧道,110 ms,208 Mbps,26726 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,105 ms,39 Mbps,4999 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,204 ms,41 Mbps,5294 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,217 ms,8 Mbps,1044 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,206 ms,76 Mbps,9738 kB/s
141.148.220.141,443,2a09:bac5:3af9:7eb::ca:62,IN,Mumbai,隧道,239 ms,39 Mbps,5087 kB/s
144.24.189.154,443,2606:f240:f00:a683:0:4c77:b229:cae6,US,Frankfurt,隧道,129 ms,253 Mbps,32460 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,217 ms,90 Mbps,11571 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,205 ms,106 Mbps,13619 kB/s
141.147.154.214,443,141.147.154.214,JP,Osaka,中转,222 ms,33 Mbps,4314 kB/s
8.222.157.97,443,8.222.210.246,SG,Singapore,隧道,263 ms,62 Mbps,8041 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,92 ms,258 Mbps,33075 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,208 ms,35 Mbps,4484 kB/s
8.222.141.17,443,8.222.207.55,SG,Singapore,隧道,268 ms,55 Mbps,7073 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,100 ms,0 Mbps,122 kB/s
8.219.51.205,443,47.245.84.175,SG,Singapore,隧道,287 ms,60 Mbps,7772 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,70 ms,1 Mbps,201 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,113 ms,234 Mbps,30003 kB/s
158.101.148.105,443,158.101.148.105,JP,Tokyo,中转,237 ms,39 Mbps,5006 kB/s
150.230.44.13,443,150.230.44.13,US,San Jose,中转,76 ms,270 Mbps,34611 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,253 ms,50 Mbps,6405 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,263 ms,26 Mbps,3374 kB/s
