中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,752 Mbps,96256 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,68 ms,316 Mbps,40550 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,18 ms,6 Mbps,828 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,284 Mbps,36454 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,62 ms,329 Mbps,42188 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,343 Mbps,43929 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,41 Mbps,5250 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,67 ms,297 Mbps,38092 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,261 Mbps,33484 kB/s
35.230.79.26,443,35.212.237.223,US,Seattle,隧道,71 ms,347 Mbps,44441 kB/s
34.82.76.253,443,34.168.69.6,US,Seattle,隧道,76 ms,425 Mbps,54476 kB/s
35.197.23.75,443,35.212.237.223,US,Seattle,隧道,78 ms,398 Mbps,50995 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,112 ms,284 Mbps,36352 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,167 ms,41 Mbps,5271 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,245 Mbps,31436 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,176 ms,141 Mbps,18124 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,98 ms,15 Mbps,1984 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,172 ms,39 Mbps,5094 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,202 ms,33 Mbps,4324 kB/s
8.219.151.64,443,8.219.69.217,SG,Singapore,隧道,237 ms,13 Mbps,1724 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,201 ms,85 Mbps,10956 kB/s
