中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,772 Mbps,98918 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,21 ms,5 Mbps,668 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,53 ms,388 Mbps,49664 kB/s
35.197.23.75,443,35.212.184.110,US,Seattle,隧道,71 ms,361 Mbps,46284 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,67 ms,309 Mbps,39628 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,414 Mbps,53043 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,72 ms,264 Mbps,33894 kB/s
34.82.76.253,443,34.105.33.19,US,Seattle,隧道,68 ms,355 Mbps,45465 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,92 ms,211 Mbps,27033 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,91 ms,44 Mbps,5640 kB/s
35.230.79.26,443,35.212.184.110,US,Seattle,隧道,69 ms,328 Mbps,41984 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,97 ms,207 Mbps,26521 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,266 Mbps,34099 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,96 ms,43 Mbps,5625 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,169 ms,128 Mbps,16384 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,169 ms,41 Mbps,5350 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,173 ms,43 Mbps,5602 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,39 Mbps,5119 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,211 ms,9 Mbps,1173 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,236 ms,36 Mbps,4675 kB/s
8.219.170.223,443,47.245.127.33,SG,Singapore,隧道,233 ms,57 Mbps,7307 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,242 ms,50 Mbps,6427 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,200 ms,75 Mbps,9628 kB/s
