中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,34 ms,336 Mbps,43008 kB/s
129.146.221.78,443,2603:c020:1:6eee:6a58:4a78:d792:985e,US,Los Angeles,隧道,20 ms,66 Mbps,8540 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,31 ms,904 Mbps,115712 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,14 ms,589 Mbps,75468 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,20 ms,762 Mbps,97587 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,56 ms,380 Mbps,48742 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,904 Mbps,115712 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,28 ms,598 Mbps,76595 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,28 ms,872 Mbps,111616 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,75 ms,47 Mbps,6061 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,28 ms,706 Mbps,90419 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,68 ms,291 Mbps,37273 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,69 ms,340 Mbps,43622 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,115 ms,203 Mbps,26009 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,110 ms,2 Mbps,303 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,112 ms,43 Mbps,5626 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,155 ms,113 Mbps,14540 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,121 ms,28 Mbps,3615 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,112 ms,12 Mbps,1626 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,158 ms,112 Mbps,14336 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,178 ms,132 Mbps,16998 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,137 ms,49 Mbps,6295 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,141 ms,150 Mbps,19251 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,148 ms,47 Mbps,6039 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,171 ms,144 Mbps,18432 kB/s
143.47.252.60,443,2a0b:21c0:1007:c7:0:a7c2:89bf:1f13,DE,Frankfurt,隧道,169 ms,71 Mbps,9155 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,171 ms,43 Mbps,5577 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,154 ms,46 Mbps,5917 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,174 ms,99 Mbps,12697 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,152 ms,45 Mbps,5876 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,168 ms,33 Mbps,4238 kB/s
8.219.86.116,443,47.84.40.188,SG,Singapore,隧道,283 ms,41 Mbps,5343 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,163 ms,0 Mbps,47 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,337 ms,0 Mbps,13 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,30 ms,236 Mbps,30208 kB/s
