中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,2a09:bac5:60ea:1173::1bd:ed,US,Los Angeles,隧道,29 ms,100 Mbps,12800 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,46 ms,661 Mbps,84684 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,83 ms,608 Mbps,77926 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,25 ms,1048 Mbps,134144 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,36 ms,1272 Mbps,162816 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,64 ms,537 Mbps,68812 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,86 ms,214 Mbps,27443 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,35 ms,49 Mbps,6275 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,81 ms,299 Mbps,38297 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,43 ms,612 Mbps,78336 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,45 ms,608 Mbps,77926 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,17 ms,840 Mbps,107520 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,87 ms,392 Mbps,50176 kB/s
140.238.23.148,443,140.238.23.148,KR,Seoul,中转,142 ms,38 Mbps,4930 kB/s
192.9.158.188,443,2a09:bac5:6447:1232::1d0:b2,US,San Jose,隧道,30 ms,216 Mbps,27750 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,33 ms,2 Mbps,262 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,133 ms,78 Mbps,10035 kB/s
152.70.117.174,443,152.70.117.174,US,San Jose,中转,24 ms,1056 Mbps,135168 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,21 ms,68 Mbps,8710 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,36 ms,71 Mbps,9102 kB/s
192.18.159.129,443,192.18.159.129,CA,Toronto,中转,90 ms,34 Mbps,4465 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,204 Mbps,26112 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,55 ms,224 Mbps,28672 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,145 ms,133 Mbps,17100 kB/s
132.226.31.178,443,2a09:bac5:60eb:183c::26a:3,US,Los Angeles,隧道,18 ms,36 Mbps,4704 kB/s
129.146.240.62,443,129.146.240.62,US,Los Angeles,中转,17 ms,405 Mbps,51916 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,66 ms,448 Mbps,57446 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,158 ms,153 Mbps,19660 kB/s
141.148.244.98,443,2a0b:21c0:1007:1ca:0:3d1b:f5b7:55ee,DE,Frankfurt,隧道,155 ms,114 Mbps,14643 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,20 ms,9 Mbps,1222 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,163 ms,39 Mbps,5050 kB/s
129.154.60.48,443,129.154.60.48,KR,Seoul,中转,139 ms,146 Mbps,18739 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,156 ms,188 Mbps,24166 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,148 ms,139 Mbps,17817 kB/s
140.238.28.86,443,140.238.28.86,KR,Seoul,中转,139 ms,136 Mbps,17408 kB/s
193.122.107.147,443,193.122.107.147,KR,Seoul,中转,160 ms,16 Mbps,2140 kB/s
138.2.66.92,443,138.2.66.92,SG,Singapore,中转,201 ms,91 Mbps,11673 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,180 ms,115 Mbps,14745 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,144 ms,132 Mbps,16896 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,151 ms,38 Mbps,4880 kB/s
150.230.249.48,443,150.230.249.48,KR,Seoul,中转,145 ms,119 Mbps,15257 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,162 ms,124 Mbps,15872 kB/s
193.123.188.254,443,2a0b:21c0:1007:1ca:0:fd3c:78ac:ba8,DE,Frankfurt,隧道,204 ms,120 Mbps,15360 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,189 ms,2 Mbps,357 kB/s
130.61.23.77,443,130.61.23.77,108 Mbps,13824 kB/s
158.101.209.110,443,98.98.166.170,US,Frankfurt,隧道,154 ms,114 Mbps,14643 kB/s
141.148.228.28,443,2a0b:21c0:1007:c8:0:9b6c:54a:7fd4,DE,Frankfurt,隧道,150 ms,121 Mbps,15564 kB/s
152.70.248.96,443,2a09:bac1:3f20:90::22:110,KR,Seoul,隧道,140 ms,4 Mbps,566 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,203 ms,37 Mbps,4786 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,205 ms,84 Mbps,10752 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,140 ms,124 Mbps,15974 kB/s
131.186.62.248,443,131.186.62.248,JP,Tokyo,中转,193 ms,72 Mbps,9268 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,160 ms,120 Mbps,15462 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,167 ms,0 Mbps,45 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,144 ms,35 Mbps,4537 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,152 ms,88 Mbps,11264 kB/s
150.230.157.113,443,163.123.193.9,DE,Frankfurt,隧道,169 ms,115 Mbps,14745 kB/s
