中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,2 ms,34 Mbps,4401 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,34 ms,596 Mbps,76288 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,52 ms,71 Mbps,9146 kB/s
129.146.117.117,443,129.146.117.117,US,Los Angeles,中转,62 ms,183 Mbps,23449 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,2 ms,34 Mbps,4353 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,17 ms,2 Mbps,268 kB/s
129.80.123.71,443,2603:c020:4015:a57e:d0c4:7f84:4e62:d43,US,Ashburn,隧道,21 ms,78 Mbps,10035 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,31 ms,379 Mbps,48537 kB/s
35.230.79.26,443,35.212.227.11,US,Seattle,隧道,79 ms,377 Mbps,48332 kB/s
141.148.229.106,443,141.148.229.106,NL,Amsterdam,中转,130 ms,48 Mbps,6172 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,93 ms,11 Mbps,1408 kB/s
144.24.252.15,443,144.24.252.15,CH,Zurich,中转,94 ms,50 Mbps,6422 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,99 ms,228 Mbps,29184 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,85 ms,386 Mbps,49459 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,187 ms,83 Mbps,10649 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,75 ms,281 Mbps,36044 kB/s
35.197.23.75,443,35.212.227.11,US,Seattle,隧道,91 ms,380 Mbps,48640 kB/s
91.149.239.122,443,91.149.239.122,US,Los Angeles,中转,97 ms,453 Mbps,58060 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,102 ms,288 Mbps,36966 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,109 ms,164 Mbps,21094 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,96 ms,231 Mbps,29593 kB/s
144.22.252.124,443,144.22.252.124,BR,S
