中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,7 ms,456 Mbps,58368 kB/s
35.197.23.75,443,35.212.140.104,US,Seattle,隧道,41 ms,492 Mbps,62976 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,19 ms,679 Mbps,86937 kB/s
129.146.46.164,443,129.146.46.164,,colo.txt:Los Angeles,中转,0 ms,324 Mbps,41472 kB/s
35.230.79.26,443,35.212.140.104,US,Seattle,隧道,40 ms,691 Mbps,88473 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,22 ms,469 Mbps,60108 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,41 ms,468 Mbps,59904 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,31 ms,800 Mbps,102400 kB/s
34.82.76.253,443,34.182.31.213,US,Seattle,隧道,43 ms,537 Mbps,68812 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,57 ms,6 Mbps,879 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,60 ms,399 Mbps,51097 kB/s
150.230.63.93,443,150.230.63.93,JP,Osaka,中转,129 ms,41 Mbps,5312 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,127 ms,220 Mbps,28262 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,137 ms,42 Mbps,5464 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,164 ms,120 Mbps,15462 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,120 ms,51 Mbps,6610 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,142 ms,49 Mbps,6358 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,152 ms,47 Mbps,6090 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,117 ms,49 Mbps,6387 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,163 ms,170 Mbps,21811 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,162 ms,145 Mbps,18636 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,176 ms,13 Mbps,1774 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,148 ms,110 Mbps,14131 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,205 ms,92 Mbps,11776 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,192 ms,40 Mbps,5240 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,144 ms,40 Mbps,5191 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,215 ms,0 Mbps,65 kB/s
