中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
198.23.254.51,443,198.23.254.51,US,San Jose,中转,2 ms,621 Mbps,79564 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,1984 Mbps,253952 kB/s
35.197.23.75,443,35.212.182.118,US,Seattle,隧道,27 ms,928 Mbps,118784 kB/s
35.230.79.26,443,35.212.182.118,US,Seattle,隧道,30 ms,936 Mbps,119808 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,30 ms,336 Mbps,43110 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,69 ms,45 Mbps,5819 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,36 ms,764 Mbps,97894 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,187 ms,38 Mbps,4881 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,34 ms,441 Mbps,56524 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,107 ms,207 Mbps,26521 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,137 ms,3 Mbps,491 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,105 ms,167 Mbps,21401 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,51 ms,291 Mbps,37273 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,73 ms,368 Mbps,47206 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,154 ms,39 Mbps,5028 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,173 ms,138 Mbps,17715 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,1 ms,904 Mbps,115712 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,76 ms,52 Mbps,6711 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,90 ms,359 Mbps,45977 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,106 ms,183 Mbps,23449 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,152 ms,116 Mbps,14848 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,152 ms,152 Mbps,19456 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,107 ms,47 Mbps,6059 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,161 ms,42 Mbps,5447 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,157 ms,40 Mbps,5214 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,183 ms,110 Mbps,14131 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,176 ms,47 Mbps,6031 kB/s
158.101.201.244,443,2a0b:21c0:1007:1cb:0:8386:2d65:e0d5,DE,Frankfurt,隧道,164 ms,124 Mbps,15974 kB/s
158.101.212.88,443,2a0b:21c0:1007:c7:0:7dcb:1b33:f772,DE,Frankfurt,隧道,160 ms,110 Mbps,14131 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,153 ms,46 Mbps,5963 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,172 ms,37 Mbps,4811 kB/s
130.162.144.191,443,2a09:bac5:4732:1482::20b:8b,KR,Seoul,隧道,155 ms,44 Mbps,5731 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,187 ms,3 Mbps,422 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,162 ms,1 Mbps,133 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,150 ms,0 Mbps,118 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,165 ms,34 Mbps,4451 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,237 ms,67 Mbps,8668 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,177 ms,142 Mbps,18227 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,154 ms,122 Mbps,15667 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,179 ms,35 Mbps,4507 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,110 ms,0 Mbps,76 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,166 ms,0 Mbps,81 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,202 ms,22 Mbps,2932 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,146 ms,144 Mbps,18534 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,156 ms,29 Mbps,3828 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,191 ms,157 Mbps,20172 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,168 ms,36 Mbps,4723 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,172 ms,41 Mbps,5366 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,258 ms,26 Mbps,3411 kB/s
