中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,5 ms,112 Mbps,14336 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,32 ms,719 Mbps,92057 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,50 Mbps,6424 kB/s
47.90.141.204,443,91.149.239.238,US,Los Angeles,隧道,24 ms,32 Mbps,4208 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,39 ms,600 Mbps,76800 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,44 Mbps,5717 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,80 ms,244 Mbps,31334 kB/s
130.162.231.167,443,2a0b:21c0:100a:1b0:0:27a1:85ae:26f,DE,Frankfurt,隧道,98 ms,130 Mbps,16691 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,49 ms,501 Mbps,64204 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,71 ms,340 Mbps,43622 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,69 ms,324 Mbps,41472 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,97 ms,259 Mbps,33177 kB/s
35.197.23.75,443,35.212.199.151,US,Seattle,隧道,95 ms,285 Mbps,36556 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,99 ms,44 Mbps,5757 kB/s
35.230.79.26,443,35.212.199.151,US,Seattle,隧道,78 ms,281 Mbps,36044 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,70 ms,328 Mbps,42086 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,102 ms,232 Mbps,29798 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,113 ms,24 Mbps,3080 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,96 ms,275 Mbps,35225 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,81 ms,264 Mbps,33792 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,106 ms,41 Mbps,5349 kB/s
129.146.7.98,443,2a09:bac5:60ec:78::c:3a7,US,Los Angeles,隧道,72 ms,70 Mbps,8960 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,109 ms,223 Mbps,28569 kB/s
34.82.76.253,443,34.168.86.105,US,Seattle,隧道,100 ms,353 Mbps,45260 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,97 ms,244 Mbps,31232 kB/s
129.146.209.97,443,129.146.209.97,US,Denver,中转,70 ms,325 Mbps,41676 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,112 ms,64 Mbps,8222 kB/s
192.9.146.103,443,192.9.146.103,US,Dallas,中转,63 ms,263 Mbps,33689 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,104 ms,40 Mbps,5193 kB/s
168.138.149.17,443,168.138.149.17,BR,S
