中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Chicago,中转,23 ms,486 Mbps,62259 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,63 ms,44 Mbps,5721 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,33 ms,701 Mbps,89804 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,22 ms,68 Mbps,8778 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,104 ms,244 Mbps,31232 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,23 ms,64 Mbps,8272 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,96 ms,47 Mbps,6056 kB/s
129.80.222.224,443,129.80.222.224,US,Ashburn,中转,8 ms,380 Mbps,48640 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,89 ms,224 Mbps,28672 kB/s
152.70.49.115,443,152.70.49.115,NL,Amsterdam,中转,104 ms,46 Mbps,5979 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,31 ms,744 Mbps,95334 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,90 ms,362 Mbps,46387 kB/s
35.197.23.75,443,34.82.236.30,US,Seattle,隧道,75 ms,359 Mbps,45977 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,98 ms,45 Mbps,5811 kB/s
192.9.158.188,443,2a09:bac1:7680:1cf0::1d2:58,US,San Jose,隧道,88 ms,156 Mbps,19968 kB/s
140.238.126.249,443,2a0b:21c0:100a:1b2:0:3cbf:2a47:28da,DE,Amsterdam,隧道,117 ms,123 Mbps,15769 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,113 ms,309 Mbps,39628 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,75 ms,313 Mbps,40140 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,111 ms,286 Mbps,36659 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,82 ms,456 Mbps,58470 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,122 ms,230 Mbps,29491 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,116 ms,217 Mbps,27852 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,181 ms,108 Mbps,13824 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,114 ms,228 Mbps,29286 kB/s
35.230.79.26,443,34.82.236.30,US,Seattle,隧道,74 ms,349 Mbps,44748 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,69 ms,8 Mbps,1057 kB/s
129.146.168.102,443,104.28.237.112,US,Los Angeles,隧道,70 ms,20 Mbps,2630 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,120 ms,46 Mbps,5902 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,86 ms,335 Mbps,42905 kB/s
129.146.60.210,443,129.146.60.210,US,Los Angeles,中转,79 ms,322 Mbps,41267 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,119 ms,300 Mbps,38400 kB/s
152.70.56.107,443,2606:f240:f00:dd8d:0:6637:5218:a18a,US,Frankfurt,隧道,126 ms,125 Mbps,16076 kB/s
144.21.41.136,443,2a0b:21c0:1007:1cb:0:d45a:d6f7:18e8,DE,Frankfurt,隧道,90 ms,260 Mbps,33280 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,68 ms,7 Mbps,933 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,108 ms,253 Mbps,32460 kB/s
144.22.252.124,443,144.22.252.124,BR,S
