中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,14 ms,19 Mbps,2483 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,10 ms,584 Mbps,74752 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,18 ms,444 Mbps,56934 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,29 ms,652 Mbps,83558 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,70 ms,284 Mbps,36454 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,77 ms,333 Mbps,42700 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,72 ms,332 Mbps,42598 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,63 ms,50 Mbps,6511 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,76 ms,283 Mbps,36249 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,69 ms,240 Mbps,30720 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,74 ms,293 Mbps,37580 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,69 ms,299 Mbps,38297 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,92 ms,227 Mbps,29081 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,US,San Jose,隧道,76 ms,279 Mbps,35737 kB/s
35.230.79.26,443,35.197.116.110,US,Seattle,隧道,61 ms,329 Mbps,42188 kB/s
35.197.23.75,443,35.197.116.110,US,Seattle,隧道,63 ms,323 Mbps,41369 kB/s
129.146.7.98,443,2a09:bac5:60ef:183c::26a:47,US,Los Angeles,隧道,60 ms,81 Mbps,10444 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,91 ms,253 Mbps,32460 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,91 ms,50 Mbps,6454 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,243 Mbps,31129 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,91 ms,232 Mbps,29798 kB/s
130.61.23.77,443,130.61.23.77,DE,Frankfurt,中转,89 ms,148 Mbps,18944 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,91 ms,236 Mbps,30208 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,92 ms,217 Mbps,27852 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,164 ms,104 Mbps,13414 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,183 ms,80 Mbps,10342 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,188 ms,95 Mbps,12185 kB/s
144.24.83.39,443,144.24.83.39,KR,Seoul,中转,186 ms,84 Mbps,10752 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,182 ms,47 Mbps,6142 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,213 ms,65 Mbps,8429 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,224 ms,2 Mbps,292 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,219 ms,68 Mbps,8780 kB/s
149.129.8.215,443,47.254.87.121,US,San Jose,隧道,225 ms,4 Mbps,524 kB/s
