中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,17 ms,720 Mbps,92160 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,47 ms,494 Mbps,63283 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,22 ms,0 Mbps,127 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,332 Mbps,42598 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,47 ms,501 Mbps,64204 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,38 ms,523 Mbps,66969 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,48 ms,152 Mbps,19456 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,55 ms,561 Mbps,71884 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,53 ms,424 Mbps,54272 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,59 ms,428 Mbps,54784 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,126 ms,193 Mbps,24780 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,133 ms,160 Mbps,20582 kB/s
143.47.178.5,443,163.123.193.5,DE,Frankfurt,隧道,117 ms,184 Mbps,23552 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,127 ms,2 Mbps,262 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,113 ms,45 Mbps,5793 kB/s
143.47.176.251,443,2606:f240:f00:2be4:0:5ea3:a782:cab4,DE,Frankfurt,隧道,123 ms,164 Mbps,21094 kB/s
158.101.217.62,443,2606:f240:f00:a683:0:e8da:844a:de5,DE,Frankfurt,隧道,124 ms,164 Mbps,20992 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,146 ms,163 Mbps,20889 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,146 ms,36 Mbps,4723 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,171 ms,21 Mbps,2691 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,192 ms,13 Mbps,1666 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,195 ms,28 Mbps,3678 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,127 ms,40 Mbps,5197 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,201 ms,38 Mbps,4888 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,173 ms,26 Mbps,3396 kB/s
8.219.170.223,443,8.219.69.217,SG,Singapore,隧道,200 ms,7 Mbps,945 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,151 ms,0 Mbps,47 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,159 ms,25 Mbps,3241 kB/s
