中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
43.153.80.208,443,43.153.80.208,US,San Jose,中转,3 ms,1432 Mbps,183296 kB/s
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,35 ms,461 Mbps,59084 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,10 ms,1376 Mbps,176128 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,5 ms,888 Mbps,113664 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,31 ms,680 Mbps,87040 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,5 ms,542 Mbps,69427 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,21 ms,976 Mbps,124928 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,29 ms,726 Mbps,92979 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,31 ms,912 Mbps,116736 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,2 ms,2048 Mbps,262144 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,73 ms,36 Mbps,4727 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,73 ms,276 Mbps,35328 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,72 ms,279 Mbps,35737 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,106 ms,204 Mbps,26112 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,121 ms,45 Mbps,5781 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,118 ms,45 Mbps,5836 kB/s
168.138.212.80,443,168.138.212.80,JP,Osaka,中转,112 ms,40 Mbps,5124 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,164 ms,126 Mbps,16179 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,112 ms,44 Mbps,5654 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,172 ms,107 Mbps,13721 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,160 ms,38 Mbps,4887 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,139 ms,13 Mbps,1681 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,157 ms,49 Mbps,6298 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,153 ms,37 Mbps,4806 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,134 ms,128 Mbps,16384 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,175 ms,6 Mbps,803 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,150 ms,36 Mbps,4728 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,168 ms,42 Mbps,5395 kB/s
146.56.41.171,443,128.14.110.206,SG,Singapore,隧道,213 ms,75 Mbps,9719 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,253 ms,0 Mbps,47 kB/s
