中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,5 ms,64 Mbps,8208 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,23 ms,452 Mbps,57958 kB/s
35.197.23.75,443,35.212.143.193,US,Seattle,隧道,91 ms,372 Mbps,47718 kB/s
34.82.76.253,443,34.168.189.228,US,Seattle,隧道,84 ms,353 Mbps,45260 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,7 ms,1368 Mbps,175104 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,8 ms,848 Mbps,108544 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,17 ms,75 Mbps,9607 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,10 ms,512 Mbps,65638 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,78 ms,236 Mbps,30208 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,90 ms,217 Mbps,27852 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,70 ms,340 Mbps,43520 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,73 ms,316 Mbps,40550 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,88 ms,44 Mbps,5714 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,87 ms,47 Mbps,6103 kB/s
158.101.217.62,443,2a0b:21c0:1007:1cb:0:4004:4de5:6aa,DE,Frankfurt,隧道,95 ms,286 Mbps,36659 kB/s
35.230.79.26,443,35.212.143.193,US,Seattle,隧道,76 ms,375 Mbps,48025 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,100 ms,246 Mbps,31539 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,93 ms,51 Mbps,6584 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,91 ms,356 Mbps,45670 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,25 Mbps,3274 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,104 ms,51 Mbps,6550 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,102 ms,251 Mbps,32153 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,95 ms,277 Mbps,35532 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,95 ms,49 Mbps,6389 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,89 ms,237 Mbps,30412 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,93 ms,46 Mbps,5899 kB/s
152.70.52.84,443,2a0b:21c0:1007:1cb:0:443d:4b18:d0,DE,Frankfurt,隧道,101 ms,260 Mbps,33382 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,181 ms,110 Mbps,14131 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,168 ms,30 Mbps,3938 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,169 ms,32 Mbps,4129 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,169 ms,136 Mbps,17408 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,180 ms,39 Mbps,5038 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,117 ms,22 Mbps,2883 kB/s
146.56.176.143,443,146.56.176.143,KR,Seoul,中转,201 ms,40 Mbps,5174 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,188 ms,47 Mbps,6042 kB/s
130.162.144.191,443,2a09:bac1:3f20::20b:7a,KR,Seoul,隧道,197 ms,36 Mbps,4637 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,227 ms,85 Mbps,10956 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,213 ms,73 Mbps,9403 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,223 ms,40 Mbps,5195 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,212 ms,38 Mbps,4988 kB/s
47.57.13.107,443,8.212.11.54,HK,Hong Kong,隧道,235 ms,4 Mbps,568 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:114,KR,Seoul,隧道,211 ms,84 Mbps,10854 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,219 ms,34 Mbps,4463 kB/s
47.57.233.126,443,47.254.17.16,US,San Jose,隧道,206 ms,1 Mbps,169 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,247 ms,2 Mbps,268 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,San Jose,隧道,243 ms,58 Mbps,7435 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,253 ms,4 Mbps,558 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,212 ms,23 Mbps,3016 kB/s
193.123.80.245,443,193.123.80.245,AE,Frankfurt,中转,211 ms,32 Mbps,4125 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,323 ms,0 Mbps,15 kB/s
