中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,12 ms,762 Mbps,97587 kB/s
129.213.202.222,443,129.213.202.222,US,Ashburn,中转,22 ms,952 Mbps,121856 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,341 Mbps,43724 kB/s
34.82.76.253,443,34.127.97.83,US,Seattle,隧道,51 ms,63 Mbps,8172 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,57 ms,440 Mbps,56320 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,54 ms,296 Mbps,37888 kB/s
129.213.130.70,443,129.213.130.70,US,Ashburn,中转,21 ms,1064 Mbps,136192 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,18 ms,37 Mbps,4763 kB/s
129.146.46.164,443,129.146.46.164,334 Mbps,42803 kB/s
35.197.23.75,443,35.212.170.84,US,Seattle,隧道,79 ms,529 Mbps,67788 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,147 ms,127 Mbps,16281 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,146 ms,46 Mbps,5993 kB/s
35.230.79.26,443,35.212.170.84,US,Seattle,隧道,50 ms,528 Mbps,67686 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,57 ms,420 Mbps,53862 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,252 Mbps,32358 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,70 ms,200 Mbps,25600 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,116 ms,195 Mbps,24985 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,108 ms,50 Mbps,6503 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,121 ms,196 Mbps,25088 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,112 ms,206 Mbps,26419 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,173 ms,17 Mbps,2223 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,117 ms,42 Mbps,5461 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,203 ms,33 Mbps,4314 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,160 ms,34 Mbps,4353 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,166 ms,1 Mbps,247 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,216 ms,28 Mbps,3702 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,168 ms,95 Mbps,12185 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,160 ms,1 Mbps,145 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,118 ms,45 Mbps,5760 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,212 ms,64 Mbps,8235 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,224 ms,27 Mbps,3508 kB/s
47.57.13.107,443,8.212.22.44,HK,Hong Kong,隧道,217 ms,0 Mbps,14 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,212 ms,0 Mbps,16 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,281 ms,0 Mbps,10 kB/s
