中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,18 ms,757 Mbps,96972 kB/s
35.230.79.26,443,35.212.212.40,US,Seattle,隧道,67 ms,370 Mbps,47411 kB/s
35.197.23.75,443,35.212.212.40,US,Seattle,隧道,70 ms,263 Mbps,33689 kB/s
34.82.76.253,443,34.169.31.209,US,Seattle,隧道,67 ms,372 Mbps,47718 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,65 ms,336 Mbps,43008 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,69 ms,372 Mbps,47616 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,73 ms,287 Mbps,36761 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,71 ms,354 Mbps,45363 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,67 ms,246 Mbps,31539 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,94 ms,52 Mbps,6692 kB/s
184.169.181.217,443,184.169.181.217,US,Phoenix,中转,75 ms,361 Mbps,46284 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,89 ms,49 Mbps,6360 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,89 ms,46 Mbps,5898 kB/s
143.47.229.194,443,2606:f240:f00:5a42:0:7f36:4a86:566a,DE,Frankfurt,隧道,96 ms,245 Mbps,31436 kB/s
193.123.61.156,443,2606:f240:f00:83a7:0:98c5:c99b:f93f,DE,Frankfurt,隧道,115 ms,232 Mbps,29798 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,1 ms,48 Mbps,6170 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,100 ms,294 Mbps,37683 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,167 ms,118 Mbps,15155 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,176 ms,20 Mbps,2628 kB/s
150.230.7.216,443,150.230.7.216,JP,Osaka,中转,178 ms,41 Mbps,5374 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,182 ms,39 Mbps,5065 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,8 Mbps,1077 kB/s
168.138.212.80,443,168.138.212.80,JP,Hong Kong,中转,169 ms,35 Mbps,4534 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,219 ms,35 Mbps,4524 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,215 ms,31 Mbps,4029 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,260 ms,40 Mbps,5123 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,156 ms,0 Mbps,49 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,202 ms,6 Mbps,768 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,231 ms,0 Mbps,3 kB/s
