中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.7.98,443,129.146.7.98,US,Los Angeles,中转,23 ms,460 Mbps,58880 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,14 ms,745 Mbps,95436 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,4 ms,1656 Mbps,211968 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,21 ms,920 Mbps,117760 kB/s
34.82.76.253,443,34.169.66.96,US,Seattle,隧道,21 ms,920 Mbps,117760 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,7 ms,1552 Mbps,198656 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,41 ms,960 Mbps,122880 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,11 ms,1664 Mbps,212992 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,20 ms,664 Mbps,85094 kB/s
129.146.209.97,443,129.146.209.97,US,Los Angeles,中转,22 ms,455 Mbps,58265 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,63 ms,312 Mbps,39936 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,65 ms,1 Mbps,167 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,114 ms,45 Mbps,5771 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,108 ms,212 Mbps,27238 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,112 ms,43 Mbps,5520 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,141 ms,37 Mbps,4861 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,156 ms,12 Mbps,1593 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,170 ms,100 Mbps,12902 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,164 ms,121 Mbps,15564 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,162 ms,141 Mbps,18124 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,167 ms,123 Mbps,15769 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,180 ms,33 Mbps,4312 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,139 ms,120 Mbps,15462 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,141 ms,43 Mbps,5581 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,163 ms,41 Mbps,5315 kB/s
