中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,9 ms,832 Mbps,106496 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,16 ms,52 Mbps,6778 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,19 ms,7 Mbps,934 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,51 ms,418 Mbps,53555 kB/s
34.82.76.253,443,34.105.52.138,US,Seattle,隧道,51 ms,498 Mbps,63795 kB/s
35.197.23.75,443,35.212.167.189,US,Seattle,隧道,49 ms,398 Mbps,50995 kB/s
35.230.79.26,443,35.212.167.189,US,Seattle,隧道,63 ms,532 Mbps,68096 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,52 ms,414 Mbps,53043 kB/s
129.146.46.164,443,129.146.46.164,US,298 Mbps,38195 kB/s
184.169.181.217,443,184.169.181.217,US,Los Angeles,中转,60 ms,469 Mbps,60108 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,107 ms,206 Mbps,26419 kB/s
152.70.62.177,443,2606:f240:f00:83a7:0:55d6:733b:1212,DE,Frankfurt,隧道,105 ms,198 Mbps,25395 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,109 ms,245 Mbps,31436 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,103 ms,46 Mbps,6012 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,194 Mbps,24883 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,113 ms,47 Mbps,6039 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,153 ms,42 Mbps,5487 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,112 ms,44 Mbps,5696 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,149 ms,42 Mbps,5447 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,191 ms,37 Mbps,4810 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,161 ms,120 Mbps,15462 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,200 ms,35 Mbps,4590 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,210 ms,31 Mbps,4048 kB/s
168.138.13.201,443,168.138.13.201,AU,Melbourne,中转,205 ms,37 Mbps,4850 kB/s
168.138.185.234,443,168.138.185.234,SG,Singapore,中转,225 ms,63 Mbps,8188 kB/s
47.57.13.107,443,8.212.23.141,HK,Hong Kong,隧道,204 ms,9 Mbps,1188 kB/s
