中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,84 ms,186 Mbps,23859 kB/s
138.3.254.39,443,138.3.254.39,DE,Frankfurt,中转,95 ms,228 Mbps,29286 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,19 ms,783 Mbps,100249 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,37 ms,669 Mbps,85708 kB/s
193.123.33.235,443,163.123.193.5,DE,Frankfurt,隧道,93 ms,243 Mbps,31129 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,93 ms,46 Mbps,5991 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,100 ms,45 Mbps,5823 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,232 Mbps,29798 kB/s
132.226.31.178,443,2a09:bac1:7680:e18::26b:11,US,Los Angeles,隧道,80 ms,45 Mbps,5862 kB/s
130.61.23.77,443,130.61.23.77,DE,219 Mbps,28057 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,21 ms,532 Mbps,68198 kB/s
129.146.168.102,443,104.28.205.110,US,Los Angeles,隧道,103 ms,31 Mbps,4014 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,115 ms,247 Mbps,31641 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,82 ms,349 Mbps,44748 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,116 ms,216 Mbps,27648 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,97 ms,116 Mbps,14848 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,82 ms,227 Mbps,29081 kB/s
130.162.61.88,443,98.98.166.194,US,Frankfurt,隧道,122 ms,232 Mbps,29696 kB/s
47.254.65.110,443,47.254.65.110,US,San Jose,中转,103 ms,1 Mbps,226 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,108 ms,255 Mbps,32665 kB/s
35.197.23.75,443,35.212.152.202,US,Seattle,隧道,85 ms,337 Mbps,43212 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,67 ms,226 Mbps,28979 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,110 ms,84 Mbps,10752 kB/s
35.230.79.26,443,35.212.152.202,US,Seattle,隧道,70 ms,408 Mbps,52224 kB/s
141.144.206.183,443,2a0b:21c0:100a:1b5:0:87ee:5e65:5fc8,DE,Frankfurt,隧道,127 ms,273 Mbps,35020 kB/s
34.82.76.253,443,104.198.8.26,US,Seattle,隧道,76 ms,421 Mbps,53964 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,204 ms,108 Mbps,13824 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,86 ms,308 Mbps,39424 kB/s
138.2.175.160,443,2a0b:21c0:1007:1ca:0:8b13:31b9:a65b,DE,Frankfurt,隧道,100 ms,248 Mbps,31846 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,90 ms,46 Mbps,5992 kB/s
141.147.34.224,443,23.236.112.222,DE,Frankfurt,隧道,93 ms,144 Mbps,18534 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,98 ms,44 Mbps,5746 kB/s
158.101.24.17,443,158.101.24.17,US,Los Angeles,中转,114 ms,50 Mbps,6406 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,24 ms,7 Mbps,962 kB/s
143.47.177.139,443,2a0b:21c0:1007:c7:0:173d:d49a:477e,DE,Frankfurt,隧道,95 ms,262 Mbps,33587 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,163 ms,124 Mbps,15872 kB/s
131.186.21.128,443,107.151.176.66,US,Los Angeles,隧道,251 ms,63 Mbps,8065 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,133 ms,156 Mbps,20070 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,187 ms,85 Mbps,10956 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,216 ms,64 Mbps,8193 kB/s
140.238.6.130,443,107.151.176.202,US,Los Angeles,隧道,222 ms,72 Mbps,9330 kB/s
130.162.143.213,443,2607:a400:a:6b:0:ce7f:2d73:fd62,US,Los Angeles,隧道,233 ms,65 Mbps,8433 kB/s
141.147.147.180,443,141.147.147.180,JP,Osaka,中转,222 ms,23 Mbps,2977 kB/s
132.226.228.204,443,2607:a400:a:6c:0:e85:f1c1:ab3e,US,Los Angeles,隧道,209 ms,74 Mbps,9504 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,204 ms,14 Mbps,1895 kB/s
158.178.238.239,443,104.28.222.43,SG,Singapore,隧道,266 ms,29 Mbps,3804 kB/s
64.110.64.76,443,2607:a400:a:16b:0:c645:fc3a:3cb4,US,Los Angeles,隧道,226 ms,69 Mbps,8926 kB/s
149.129.8.215,443,47.88.55.210,US,San Jose,隧道,230 ms,0 Mbps,21 kB/s
146.56.138.221,443,2607:a400:a:16b:0:fe6c:1a69:343c,US,Los Angeles,隧道,237 ms,56 Mbps,7249 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,216 ms,33 Mbps,4295 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,246 ms,2 Mbps,273 kB/s
146.56.135.88,443,2607:a400:a:6b:0:c04f:f82e:ea8b,US,Los Angeles,隧道,251 ms,52 Mbps,6699 kB/s
8.219.120.126,443,47.245.125.52,SG,Singapore,隧道,253 ms,55 Mbps,7040 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,203 ms,82 Mbps,10547 kB/s
158.180.82.186,443,158.180.82.186,KR,Seoul,中转,207 ms,88 Mbps,11366 kB/s
64.110.101.125,443,64.110.101.125,JP,Osaka,中转,252 ms,69 Mbps,8857 kB/s
8.219.118.146,443,47.236.58.234,SG,Singapore,隧道,257 ms,6 Mbps,868 kB/s
130.162.144.191,443,2a09:bac5:4756:155::22:136,KR,Seoul,隧道,199 ms,33 Mbps,4236 kB/s
8.219.72.167,443,8.219.72.167,SG,Singapore,中转,267 ms,50 Mbps,6438 kB/s
132.145.116.185,443,132.145.116.185,JP,Tokyo,中转,223 ms,34 Mbps,4435 kB/s
8.212.169.2,443,8.212.169.2,PH,,中转,256 ms,46 Mbps,5957 kB/s
8.222.163.39,443,8.222.222.65,SG,Singapore,隧道,259 ms,47 Mbps,6071 kB/s
168.138.184.172,443,168.138.184.172,SG,Singapore,中转,234 ms,55 Mbps,7120 kB/s
146.56.171.229,443,2607:a400:a:6c:0:4087:4abe:b4ee,US,Los Angeles,隧道,285 ms,57 Mbps,7355 kB/s
130.162.132.49,443,107.151.176.202,US,Los Angeles,隧道,231 ms,78 Mbps,10035 kB/s
8.219.101.120,443,8.222.210.246,SG,Singapore,隧道,277 ms,52 Mbps,6714 kB/s
130.162.155.169,443,2607:a400:a:6c:0:85c8:b8c6:7726,US,Los Angeles,隧道,245 ms,66 Mbps,8556 kB/s
8.222.174.194,443,8.219.96.61,SG,Singapore,隧道,306 ms,55 Mbps,7047 kB/s
8.213.217.254,443,8.213.217.254,TH,Singapore,中转,259 ms,50 Mbps,6461 kB/s
141.147.163.68,443,141.147.163.68,JP,Tokyo,中转,242 ms,83 Mbps,10649 kB/s
152.67.102.137,443,152.67.102.137,AU,Sydney,中转,255 ms,26 Mbps,3393 kB/s
8.222.214.5,443,8.222.236.107,SG,Singapore,隧道,269 ms,54 Mbps,6970 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,217 ms,66 Mbps,8452 kB/s
64.110.66.155,443,2607:a400:a:16b:0:ca42:91aa:be8f,US,Los Angeles,隧道,239 ms,80 Mbps,10342 kB/s
8.222.221.249,443,8.219.96.61,SG,Singapore,隧道,274 ms,51 Mbps,6606 kB/s
8.222.156.4,443,47.245.125.52,SG,Singapore,隧道,298 ms,49 Mbps,6350 kB/s
8.222.240.106,443,8.222.210.246,SG,Singapore,隧道,300 ms,50 Mbps,6524 kB/s
138.3.210.24,443,2603:c021:800d:a344:0:1::,JP,Tokyo,隧道,244 ms,63 Mbps,8104 kB/s
8.219.180.25,443,8.222.236.107,SG,Singapore,隧道,281 ms,36 Mbps,4722 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,221 ms,34 Mbps,4471 kB/s
168.138.165.174,443,168.138.165.174,SG,,中转,250 ms,32 Mbps,4221 kB/s
8.210.171.28,443,8.210.171.28,SG,Hong Kong,中转,298 ms,0 Mbps,20 kB/s
47.90.141.204,443,91.149.239.64,US,Los Angeles,隧道,26 ms,38 Mbps,4920 kB/s
8.212.48.236,443,47.76.21.105,HK,Hong Kong,隧道,279 ms,62 Mbps,8007 kB/s
140.238.158.238,443,140.238.158.238,CA,Toronto,中转,77 ms,64 Mbps,8235 kB/s
150.230.108.160,443,2602:ffe4:407:20da:0:bd8f:37d2:37af,SG,Singapore,隧道,727 ms,1 Mbps,253 kB/s
168.138.90.241,443,168.138.90.241,CA,Montréal,中转,61 ms,54 Mbps,6980 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,280 ms,39 Mbps,5114 kB/s
8.222.244.66,443,47.236.1.53,SG,Singapore,隧道,262 ms,55 Mbps,7115 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,247 ms,5 Mbps,725 kB/s
141.148.244.250,443,98.98.166.58,US,Frankfurt,隧道,127 ms,138 Mbps,17715 kB/s
158.180.89.73,443,2603:c024:e:6666::8888,KR,Seoul,隧道,254 ms,77 Mbps,9932 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,210 ms,37 Mbps,4767 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,249 ms,44 Mbps,5678 kB/s
193.123.180.248,443,2a0b:21c0:1007:1cb:0:e004:2963:3d34,DE,Frankfurt,隧道,149 ms,143 Mbps,18329 kB/s
129.153.223.37,443,129.153.223.37,US,Los Angeles,中转,90 ms,396 Mbps,50688 kB/s
152.70.92.114,443,2607:a400:a:16b:0:4bcf:d51:1a29,US,Los Angeles,隧道,228 ms,80 Mbps,10342 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:11b,KR,Seoul,隧道,244 ms,87 Mbps,11161 kB/s
141.147.40.199,443,2a0b:21c0:1007:1c7:0:7c2a:d9fa:165a,DE,Frankfurt,隧道,151 ms,238 Mbps,30515 kB/s
138.2.227.164,443,138.2.227.164,US,San Jose,中转,116 ms,282 Mbps,36147 kB/s
8.213.237.199,443,8.213.237.199,TH,Bangkok,中转,288 ms,46 Mbps,5890 kB/s
129.154.46.115,443,104.28.201.82,IN,Hyderabad,隧道,247 ms,32 Mbps,4175 kB/s
8.222.178.97,443,8.219.96.61,SG,Singapore,隧道,285 ms,49 Mbps,6374 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,77 ms,46 Mbps,6012 kB/s
129.154.210.189,443,128.14.110.206,SG,Singapore,隧道,329 ms,55 Mbps,7126 kB/s
8.219.63.149,443,47.236.51.143,SG,Singapore,隧道,267 ms,55 Mbps,7150 kB/s
144.24.73.232,443,144.24.73.232,KR,Seoul,中转,240 ms,42 Mbps,5480 kB/s
158.101.148.105,443,158.101.148.105,JP,Tokyo,中转,244 ms,49 Mbps,6355 kB/s
8.222.133.18,443,47.245.125.52,SG,Singapore,隧道,308 ms,54 Mbps,6965 kB/s
144.24.200.164,443,144.24.200.164,FR,Marseille,中转,125 ms,47 Mbps,6086 kB/s
192.9.154.127,443,192.9.154.127,US,San Jose,中转,135 ms,295 Mbps,37785 kB/s
8.219.133.8,443,8.219.142.198,SG,Singapore,隧道,288 ms,53 Mbps,6825 kB/s
47.91.18.127,443,47.91.18.127,JP,Tokyo,中转,215 ms,95 Mbps,12185 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,204 ms,66 Mbps,8474 kB/s
140.238.5.32,443,140.238.5.32,KR,Seoul,中转,247 ms,31 Mbps,4040 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,108 ms,272 Mbps,34816 kB/s
152.70.52.215,443,152.70.52.215,NL,Amsterdam,中转,96 ms,240 Mbps,30720 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,25 ms,118 Mbps,15155 kB/s
158.180.92.59,443,158.180.92.59,KR,Seoul,中转,239 ms,80 Mbps,10240 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,162 ms,151 Mbps,19353 kB/s
8.222.253.159,443,47.236.58.234,SG,Singapore,隧道,276 ms,8 Mbps,1075 kB/s
146.56.101.141,443,146.56.101.141,KR,Seoul,中转,211 ms,36 Mbps,4667 kB/s
138.3.240.63,443,138.3.240.63,DE,Frankfurt,中转,113 ms,30 Mbps,3947 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,125 ms,35 Mbps,4563 kB/s
47.57.14.118,443,47.88.1.156,US,San Jose,隧道,260 ms,1 Mbps,229 kB/s
47.89.244.253,443,47.89.244.253,US,San Jose,中转,114 ms,7 Mbps,961 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,124 ms,21 Mbps,2706 kB/s
152.70.249.192,443,2607:a400:a:6c:0:ba80:cc0d:b8b7,US,Los Angeles,隧道,264 ms,65 Mbps,8327 kB/s
146.56.106.158,443,2603:c024:11:f6b:5f61:926c:1be0:380,KR,Seoul,隧道,226 ms,43 Mbps,5557 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,216 ms,105 Mbps,13516 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,259 ms,94 Mbps,12083 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,63 ms,353 Mbps,45260 kB/s
8.219.130.147,443,8.219.142.198,SG,Singapore,隧道,285 ms,55 Mbps,7063 kB/s
47.245.119.127,443,47.245.125.52,SG,Singapore,隧道,305 ms,55 Mbps,7053 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,188 ms,40 Mbps,5213 kB/s
144.24.90.107,443,2603:c024:4:da6e:29b:6c99:385b:c051,KR,Seoul,隧道,202 ms,32 Mbps,4155 kB/s
47.245.84.27,443,8.219.142.198,SG,Singapore,隧道,297 ms,48 Mbps,6229 kB/s
130.162.153.226,443,2607:a400:a:16b:0:c2f2:dac3:5619,US,Los Angeles,隧道,255 ms,60 Mbps,7798 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,134 ms,250 Mbps,32051 kB/s
193.123.81.105,443,193.123.81.105,AE,Paris,中转,190 ms,65 Mbps,8408 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,101 ms,46 Mbps,5888 kB/s
47.245.83.221,443,8.222.222.65,SG,Singapore,隧道,275 ms,56 Mbps,7237 kB/s
192.9.158.188,443,2a09:bac5:6442:1232::1d0:9b,US,San Jose,隧道,89 ms,172 Mbps,22118 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,70 ms,47 Mbps,6101 kB/s
130.162.141.214,443,2607:a400:a:16b:0:f737:6e0d:218d,US,Los Angeles,隧道,248 ms,63 Mbps,8143 kB/s
