中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
130.61.23.77,443,130.61.23.77,,colo.txt:Frankfurt,中转,0 ms,188 Mbps,24166 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,14 ms,872 Mbps,111616 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,11 ms,77 Mbps,9923 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,32 ms,688 Mbps,88064 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,99 ms,372 Mbps,47718 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,95 ms,213 Mbps,27340 kB/s
132.226.134.15,443,2a0b:21c0:100a:1b7:0:f103:e1ad:6172,DE,Frankfurt,隧道,104 ms,100 Mbps,12902 kB/s
132.145.67.50,443,2606:f240:f00:2be4:0:3469:91:c2e1,US,Frankfurt,隧道,101 ms,204 Mbps,26112 kB/s
129.146.46.164,443,129.146.46.164,US,213 Mbps,27340 kB/s
47.90.141.204,443,91.149.239.122,US,Los Angeles,隧道,5 ms,13 Mbps,1775 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,88 ms,45 Mbps,5883 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,113 ms,252 Mbps,32256 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,77 ms,305 Mbps,39116 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,77 ms,294 Mbps,37683 kB/s
35.230.79.26,443,35.212.248.117,US,Seattle,隧道,91 ms,274 Mbps,35123 kB/s
141.144.253.109,443,141.144.253.109,DE,Frankfurt,中转,107 ms,49 Mbps,6273 kB/s
35.197.23.75,443,35.212.248.117,US,Seattle,隧道,85 ms,395 Mbps,50585 kB/s
129.213.136.180,443,129.213.136.180,US,Ashburn,中转,7 ms,76 Mbps,9778 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,142 ms,226 Mbps,28979 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,99 ms,237 Mbps,30412 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,99 ms,49 Mbps,6349 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,96 ms,308 Mbps,39424 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,45 Mbps,5784 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,88 ms,45 Mbps,5838 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,136 ms,99 Mbps,12697 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,100 ms,44 Mbps,5692 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,110 ms,30 Mbps,3859 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,80 ms,2 Mbps,342 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,102 ms,291 Mbps,37273 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,81 ms,266 Mbps,34099 kB/s
192.9.146.103,443,192.9.146.103,US,Los Angeles,中转,99 ms,264 Mbps,33792 kB/s
158.101.212.88,443,2a0b:21c0:100a:1b6:0:e35a:947d:8de5,DE,Frankfurt,隧道,124 ms,206 Mbps,26419 kB/s
168.138.149.17,443,168.138.149.17,BR,São Paulo,中转,123 ms,153 Mbps,19660 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,78 ms,283 Mbps,36249 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,93 ms,45 Mbps,5783 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,78 ms,17 Mbps,2232 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,200 ms,101 Mbps,13004 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,93 ms,40 Mbps,5179 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,156 ms,123 Mbps,15769 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,216 ms,34 Mbps,4478 kB/s
8.222.205.210,443,8.222.220.238,SG,Singapore,隧道,271 ms,46 Mbps,5945 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,215 ms,86 Mbps,11059 kB/s
146.56.188.113,443,146.56.188.113,KR,Seoul,中转,213 ms,25 Mbps,3260 kB/s
146.56.129.186,443,146.56.129.186,KR,Seoul,中转,222 ms,69 Mbps,8885 kB/s
8.212.48.236,443,47.76.21.103,HK,Hong Kong,隧道,239 ms,66 Mbps,8560 kB/s
192.9.177.204,443,192.9.177.204,AU,Sydney,中转,215 ms,78 Mbps,10035 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,226 ms,2 Mbps,329 kB/s
