中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.197.23.75,443,34.169.47.4,US,Seattle,隧道,51 ms,441 Mbps,56524 kB/s
3.144.191.4,443,3.144.191.4,US,Chicago,中转,19 ms,796 Mbps,101888 kB/s
129.146.7.98,443,2a09:bac5:60eb:1173::1bd:ed,US,Los Angeles,隧道,52 ms,74 Mbps,9555 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,49 ms,354 Mbps,45363 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,15 ms,856 Mbps,109568 kB/s
18.216.55.100,443,18.216.55.100,US,Toronto,中转,23 ms,474 Mbps,60723 kB/s
192.9.138.241,443,192.9.138.241,US,San Jose,中转,52 ms,410 Mbps,52531 kB/s
35.230.79.26,443,34.169.47.4,US,Seattle,隧道,56 ms,440 Mbps,56320 kB/s
152.70.57.182,443,152.70.57.182,NL,Amsterdam,中转,101 ms,47 Mbps,6089 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,101 ms,47 Mbps,6139 kB/s
150.136.240.243,443,150.136.240.243,US,Ashburn,中转,19 ms,420 Mbps,53760 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,53 ms,422 Mbps,54067 kB/s
138.3.254.39,443,138.3.254.39,,colo.txt:Frankfurt,中转,0 ms,164 Mbps,21094 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,109 ms,168 Mbps,21504 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,111 ms,160 Mbps,20582 kB/s
43.131.49.250,443,43.131.49.250,DE,Amsterdam,中转,109 ms,185 Mbps,23756 kB/s
47.90.141.204,443,91.149.239.252,US,Los Angeles,隧道,17 ms,7 Mbps,917 kB/s
192.18.140.32,443,2603:c024:c001:187e:bf78:be6d:4:259b,,colo.txt:San Jose,隧道,0 ms,417 Mbps,53452 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,61 ms,374 Mbps,47923 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,167 ms,97 Mbps,12492 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,101 ms,204 Mbps,26112 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,54 ms,428 Mbps,54886 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,152 ms,428 Mbps,54886 kB/s
132.226.31.178,443,2a09:bac5:60eb:1173::1bd:10b,US,Los Angeles,隧道,65 ms,46 Mbps,5933 kB/s
141.144.197.111,443,141.144.197.111,NL,Amsterdam,中转,108 ms,167 Mbps,21401 kB/s
144.24.186.108,443,2606:f240:f00:5a42:0:2c54:242d:daa6,US,Frankfurt,隧道,109 ms,125 Mbps,16076 kB/s
130.162.228.90,443,130.162.228.90,DE,Frankfurt,中转,115 ms,43 Mbps,5566 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,93 ms,32 Mbps,4178 kB/s
158.101.209.76,443,158.101.209.76,NL,Amsterdam,中转,102 ms,186 Mbps,23859 kB/s
144.22.252.124,443,144.22.252.124,BR,São Paulo,中转,221 ms,123 Mbps,15769 kB/s
152.70.51.161,443,2a0b:21c0:1007:1c8:0:94d0:705a:a8eb,DE,Frankfurt,隧道,108 ms,163 Mbps,20889 kB/s
130.61.23.77,443,130.61.23.77,122 Mbps,15667 kB/s
130.61.23.77,,,隧道,0 ms,null Mbps,null kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,52 ms,45 Mbps,5858 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,183 ms,92 Mbps,11878 kB/s
140.238.212.95,443,140.238.212.95,CH,Milan,中转,114 ms,43 Mbps,5558 kB/s
141.148.228.154,443,2606:f240:f00:6acf:0:cb6:73ae:6ec7,US,Frankfurt,隧道,108 ms,178 Mbps,22835 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,111 ms,180 Mbps,23142 kB/s
129.154.207.203,443,2a09:bac1:3f00:90::22:105,KR,Seoul,隧道,199 ms,73 Mbps,9349 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,145 ms,116 Mbps,14950 kB/s
138.2.123.70,443,138.2.123.70,KR,Seoul,中转,174 ms,85 Mbps,10956 kB/s
141.148.187.195,443,141.148.187.195,US,Los Angeles,中转,97 ms,32 Mbps,4208 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,108 ms,28 Mbps,3598 kB/s
150.230.102.132,443,150.230.102.132,JP,Tokyo,中转,252 ms,5 Mbps,693 kB/s
150.230.122.76,443,150.230.122.76,GB,London,中转,198 ms,104 Mbps,13312 kB/s
193.122.101.195,443,193.122.101.195,KR,Seoul,中转,197 ms,85 Mbps,10956 kB/s
146.56.179.91,443,146.56.179.91,KR,Seoul,中转,193 ms,70 Mbps,9081 kB/s
138.2.129.226,443,2606:f240:f00:83a7:0:b23e:ba6f:f513,US,Frankfurt,隧道,110 ms,176 Mbps,22630 kB/s
129.154.50.159,443,129.154.50.159,KR,Seoul,中转,210 ms,94 Mbps,12083 kB/s
141.147.26.50,443,23.236.112.222,DE,Frankfurt,隧道,145 ms,113 Mbps,14540 kB/s
140.84.179.114,443,140.84.179.114,MX,Dallas,中转,53 ms,429 Mbps,54988 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,196 ms,34 Mbps,4468 kB/s
144.21.51.83,443,2a0b:21c0:100a:1fa:0:ab4a:4b9b:92e8,DE,Frankfurt,隧道,134 ms,93 Mbps,11980 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,207 ms,2 Mbps,337 kB/s
168.138.50.249,443,168.138.50.249,JP,Osaka,中转,199 ms,40 Mbps,5218 kB/s
138.2.105.213,443,138.2.105.213,SG,Singapore,中转,209 ms,83 Mbps,10649 kB/s
8.220.213.202,443,8.220.213.202,KR,Seoul,中转,168 ms,1 Mbps,181 kB/s
152.70.97.78,443,152.70.97.78,JP,Tokyo,中转,262 ms,56 Mbps,7175 kB/s
146.56.43.53,443,146.56.43.53,KR,Seoul,中转,190 ms,79 Mbps,10137 kB/s
141.148.227.19,443,141.148.227.19,NL,Amsterdam,中转,101 ms,187 Mbps,23961 kB/s
138.3.247.62,443,2a0b:21c0:100a:1b0:0:4e00:40ef:2096,DE,Frankfurt,隧道,151 ms,92 Mbps,11878 kB/s
130.162.144.191,443,2a09:bac5:4751:1a14::299:3e,KR,Seoul,隧道,194 ms,31 Mbps,3995 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,453 ms,27 Mbps,3495 kB/s
150.230.196.248,443,150.230.196.248,JP,Tokyo,中转,255 ms,29 Mbps,3735 kB/s
152.70.232.151,443,152.70.232.151,KR,Seoul,中转,190 ms,33 Mbps,4348 kB/s
152.69.194.203,443,152.69.194.203,JP,Osaka,中转,244 ms,31 Mbps,4052 kB/s
129.150.50.63,443,129.150.50.63,SG,Singapore,中转,214 ms,57 Mbps,7332 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,167 ms,62 Mbps,7937 kB/s
152.70.90.168,443,2603:c022:8004:1505::5,KR,Seoul,隧道,194 ms,0 Mbps,24 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,193 ms,18 Mbps,2430 kB/s
141.147.184.160,443,141.147.184.160,JP,Tokyo,中转,258 ms,58 Mbps,7538 kB/s
140.238.55.89,443,140.238.55.89,JP,Tokyo,中转,260 ms,36 Mbps,4694 kB/s
193.123.81.105,443,193.123.81.105,AE,Marseille,中转,209 ms,41 Mbps,5273 kB/s
158.178.238.239,443,158.178.238.239,SG,Singapore,中转,295 ms,13 Mbps,1704 kB/s
168.138.194.74,443,168.138.194.74,JP,Tokyo,中转,259 ms,58 Mbps,7545 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,197 ms,66 Mbps,8565 kB/s
8.219.80.184,443,8.219.80.184,SG,Singapore,中转,243 ms,49 Mbps,6306 kB/s
140.83.36.122,443,140.83.36.122,JP,Tokyo,中转,260 ms,49 Mbps,6338 kB/s
131.186.57.111,443,131.186.57.111,JP,Tokyo,中转,328 ms,43 Mbps,5565 kB/s
152.70.239.14,443,2602:ffe4:407:20d9:0:dc5a:8be5:a90b,SG,Singapore,隧道,264 ms,45 Mbps,5877 kB/s
149.129.8.215,443,47.88.8.186,US,San Jose,隧道,198 ms,0 Mbps,64 kB/s
158.101.142.100,443,2a09:bac5:442e:dc::16:22a,JP,Tokyo,隧道,270 ms,61 Mbps,7820 kB/s
129.159.34.122,443,129.159.34.122,US,San Jose,中转,1084 ms,50 Mbps,6502 kB/s
129.159.130.38,443,129.159.130.38,IL,Paris,中转,164 ms,15 Mbps,1977 kB/s
143.47.191.146,443,98.98.166.170,US,Frankfurt,隧道,156 ms,162 Mbps,20787 kB/s
