中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,16 ms,715 Mbps,91545 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,22 ms,512 Mbps,65638 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,21 ms,5 Mbps,696 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,60 ms,327 Mbps,41881 kB/s
35.197.23.75,443,35.212.145.57,US,Seattle,隧道,49 ms,451 Mbps,57753 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,20 ms,12 Mbps,1628 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,18 ms,70 Mbps,9012 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,104 ms,173 Mbps,22220 kB/s
35.230.79.26,443,35.212.145.57,US,Seattle,隧道,55 ms,476 Mbps,61030 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,56 ms,345 Mbps,44236 kB/s
34.82.76.253,443,35.185.242.6,US,Seattle,隧道,54 ms,464 Mbps,59494 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,73 ms,200 Mbps,25600 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,110 ms,50 Mbps,6441 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,106 ms,1 Mbps,252 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,71 ms,461 Mbps,59084 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,58 ms,474 Mbps,60723 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,129 ms,172 Mbps,22118 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,118 ms,221 Mbps,28364 kB/s
192.18.130.65,443,192.18.130.65,US,San Jose,中转,51 ms,436 Mbps,55808 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,114 ms,43 Mbps,5555 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,116 ms,249 Mbps,31948 kB/s
193.123.61.156,443,2a0b:21c0:1007:c9:0:d7e3:b3ed:3949,DE,Frankfurt,隧道,110 ms,188 Mbps,24064 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,185 Mbps,23756 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,158 ms,146 Mbps,18739 kB/s
35.201.203.106,443,35.201.203.106,TW,Taipei,中转,186 ms,112 Mbps,14438 kB/s
150.230.20.4,443,150.230.20.4,NL,Amsterdam,中转,110 ms,38 Mbps,4989 kB/s
131.186.33.175,443,131.186.33.175,JP,Tokyo,中转,174 ms,156 Mbps,19968 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,207 ms,2 Mbps,320 kB/s
138.3.252.187,443,138.3.252.187,DE,Frankfurt,中转,127 ms,40 Mbps,5198 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,116 ms,22 Mbps,2847 kB/s
158.180.82.186,443,2603:c024:13:6c00::4,KR,Seoul,隧道,183 ms,115 Mbps,14745 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,210 ms,88 Mbps,11264 kB/s
192.9.180.162,443,192.9.180.162,AU,Sydney,中转,218 ms,12 Mbps,1603 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,217 ms,16 Mbps,2144 kB/s
129.154.207.203,443,2a09:bac1:3f00::22:102,KR,Seoul,隧道,235 ms,77 Mbps,9882 kB/s
141.148.203.6,443,141.148.203.6,IN,Mumbai,中转,223 ms,83 Mbps,10649 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,213 ms,32 Mbps,4176 kB/s
47.57.13.107,443,8.212.22.216,HK,Hong Kong,隧道,237 ms,0 Mbps,27 kB/s
130.162.144.191,443,2a09:bac1:3f20::299:17,KR,Seoul,隧道,207 ms,32 Mbps,4102 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,218 ms,37 Mbps,4819 kB/s
146.56.154.57,443,128.14.104.155,SG,Singapore,隧道,276 ms,60 Mbps,7767 kB/s
47.91.18.127,443,240b:4009:25a:1801:ffff:783f:74e5:c3f0,JP,Seattle,隧道,261 ms,51 Mbps,6558 kB/s
146.56.162.25,443,146.56.162.25,KR,Seoul,中转,221 ms,2 Mbps,300 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,206 ms,33 Mbps,4257 kB/s
193.123.80.245,443,193.123.80.245,AE,Marseille,中转,233 ms,30 Mbps,3924 kB/s
47.57.233.126,443,47.88.10.133,US,San Jose,隧道,211 ms,2 Mbps,295 kB/s
149.129.8.215,443,47.254.26.25,US,San Jose,隧道,210 ms,0 Mbps,25 kB/s
