中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
23.94.43.51,443,23.94.43.51,US,Seattle,中转,26 ms,680 Mbps,87142 kB/s
35.197.23.75,443,35.212.174.187,US,Seattle,隧道,37 ms,510 Mbps,65331 kB/s
129.146.46.164,443,129.146.46.164,US,Los Angeles,中转,50 ms,335 Mbps,42905 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,41 ms,540 Mbps,69222 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,47 ms,6 Mbps,777 kB/s
43.153.103.203,443,43.153.103.203,US,San Jose,中转,25 ms,888 Mbps,113664 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,38 ms,685 Mbps,87756 kB/s
43.153.80.208,443,43.153.80.208,US,San Jose,中转,27 ms,1088 Mbps,139264 kB/s
35.230.79.26,443,35.212.174.187,US,Seattle,隧道,40 ms,628 Mbps,80486 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,25 ms,832 Mbps,106496 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,31 ms,351 Mbps,44953 kB/s
34.82.76.253,443,35.230.34.223,US,Seattle,隧道,45 ms,639 Mbps,81817 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,120 ms,222 Mbps,28467 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,130 ms,45 Mbps,5793 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,129 ms,200 Mbps,25600 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,144 ms,136 Mbps,17408 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,145 ms,44 Mbps,5716 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,137 ms,45 Mbps,5815 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,133 ms,158 Mbps,20275 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,168 ms,38 Mbps,4954 kB/s
168.138.165.174,443,168.138.165.174,SG,Singapore,中转,207 ms,27 Mbps,3456 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,130 ms,41 Mbps,5347 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,167 ms,112 Mbps,14438 kB/s
