中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
35.202.158.120,443,35.202.158.120,US,Chicago,中转,46 ms,521 Mbps,66764 kB/s
18.216.55.100,443,18.216.55.100,US,Columbus,中转,25 ms,448 Mbps,57446 kB/s
129.80.177.42,443,129.80.177.42,US,Ashburn,中转,19 ms,74 Mbps,9473 kB/s
35.197.23.75,443,35.212.185.117,US,Seattle,隧道,67 ms,375 Mbps,48025 kB/s
129.80.237.223,443,129.80.237.223,US,Ashburn,中转,6 ms,776 Mbps,99328 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,101 ms,266 Mbps,34099 kB/s
129.213.136.180,443,2603:c020:4015:ebab:563:e432:6616:6dc6,US,Ashburn,隧道,10 ms,34 Mbps,4424 kB/s
129.151.254.48,443,129.151.254.48,FR,Marseille,中转,91 ms,4 Mbps,587 kB/s
34.82.76.253,443,35.185.230.104,US,Seattle,隧道,71 ms,334 Mbps,42803 kB/s
141.144.204.88,443,98.98.166.170,US,Frankfurt,隧道,96 ms,219 Mbps,28057 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,94 ms,260 Mbps,33280 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,73 ms,150 Mbps,19251 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,81 ms,253 Mbps,32460 kB/s
192.9.139.160,443,192.9.139.160,US,Los Angeles,中转,79 ms,371 Mbps,47513 kB/s
35.230.79.26,443,35.212.185.117,US,Seattle,隧道,63 ms,407 Mbps,52121 kB/s
129.159.202.83,443,129.159.202.83,DE,Frankfurt,中转,103 ms,344 Mbps,44134 kB/s
47.90.141.204,443,91.149.239.145,US,Los Angeles,隧道,3 ms,31 Mbps,4070 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,97 ms,231 Mbps,29593 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,112 ms,235 Mbps,30105 kB/s
130.61.124.127,443,130.61.124.127,DE,Frankfurt,中转,92 ms,48 Mbps,6212 kB/s
192.18.130.65,443,192.18.130.65,US,Los Angeles,中转,80 ms,330 Mbps,42291 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,98 ms,229 Mbps,29388 kB/s
129.146.16.219,443,129.146.16.219,US,Los Angeles,中转,84 ms,49 Mbps,6286 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,92 ms,45 Mbps,5771 kB/s
129.151.204.91,443,129.151.204.91,SE,Stockholm,中转,105 ms,92 Mbps,11776 kB/s
144.24.167.37,443,2a0b:21c0:1007:1cb:0:410b:d323:318f,DE,Frankfurt,隧道,102 ms,222 Mbps,28467 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,92 ms,42 Mbps,5430 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,93 ms,264 Mbps,33894 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,165 ms,110 Mbps,14131 kB/s
130.61.201.195,443,130.61.201.195,DE,Frankfurt,中转,110 ms,42 Mbps,5450 kB/s
168.138.149.17,443,168.138.149.17,BR,S
