中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
18.216.55.100,443,18.216.55.100,US,Columbus,中转,20 ms,635 Mbps,81305 kB/s
129.159.84.71,443,129.159.84.71,US,Ashburn,中转,26 ms,6 Mbps,853 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,52 ms,508 Mbps,65024 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,40 ms,524 Mbps,67174 kB/s
192.9.139.160,443,192.9.139.160,US,San Jose,中转,41 ms,545 Mbps,69836 kB/s
192.9.236.144,443,192.9.236.144,US,San Jose,中转,53 ms,368 Mbps,47206 kB/s
34.82.76.253,443,34.83.12.158,US,Seattle,隧道,47 ms,361 Mbps,46284 kB/s
35.230.79.26,443,35.212.201.167,US,Seattle,隧道,50 ms,540 Mbps,69222 kB/s
35.197.23.75,443,35.212.201.167,US,Seattle,隧道,54 ms,486 Mbps,62259 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,123 ms,152 Mbps,19456 kB/s
18.184.55.249,443,18.184.55.249,DE,Frankfurt,中转,128 ms,176 Mbps,22528 kB/s
158.101.214.54,443,158.101.214.54,NL,Amsterdam,中转,115 ms,49 Mbps,6356 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,136 ms,172 Mbps,22118 kB/s
168.138.212.80,443,168.138.212.80,JP,Tokyo,中转,141 ms,47 Mbps,6051 kB/s
18.197.218.69,443,18.197.218.69,DE,Frankfurt,中转,132 ms,168 Mbps,21606 kB/s
168.138.46.67,443,168.138.46.67,JP,Osaka,中转,143 ms,45 Mbps,5854 kB/s
64.110.104.30,443,64.110.104.30,JP,Osaka,中转,148 ms,42 Mbps,5465 kB/s
131.186.17.132,443,131.186.17.132,KR,Seoul,中转,170 ms,35 Mbps,4537 kB/s
132.145.232.171,443,2603:c020:8017:1500:df10:8f8a:d484:d994,DE,Frankfurt,隧道,126 ms,12 Mbps,1654 kB/s
64.110.75.145,443,64.110.75.145,KR,Seoul,中转,171 ms,106 Mbps,13619 kB/s
