中转IP,中转端口,回源IP,国家,数据中心,IP类型,网络延迟,等效带宽,峰值速度
47.254.17.234,443,47.254.17.234,US,San Jose,中转,84 ms,43 Mbps,5540 kB/s
132.226.114.74,443,132.226.114.74,US,Los Angeles,中转,28 ms,51 Mbps,6603 kB/s
129.146.46.164,443,129.146.46.164,343 Mbps,43929 kB/s
35.197.23.75,443,35.197.116.110,US,Seattle,隧道,40 ms,529 Mbps,67788 kB/s
84.235.169.234,443,84.235.169.234,NL,Amsterdam,中转,138 ms,46 Mbps,6001 kB/s
3.144.191.4,443,3.144.191.4,US,Columbus,中转,56 ms,406 Mbps,52019 kB/s
35.202.158.120,443,35.202.158.120,US,Chicago,中转,57 ms,406 Mbps,52019 kB/s
198.23.254.51,443,198.23.254.51,US,San Jose,中转,62 ms,647 Mbps,82841 kB/s
130.61.23.77,443,130.61.23.77,DE,110 Mbps,14131 kB/s
129.146.254.39,443,2603:c020:9:e483:690:2c88:ed7a:3091,US,Los Angeles,隧道,80 ms,66 Mbps,8544 kB/s
47.88.15.127,443,47.88.15.127,US,San Jose,中转,34 ms,48 Mbps,6155 kB/s
23.94.43.51,443,23.94.43.51,US,Seattle,中转,61 ms,511 Mbps,65433 kB/s
18.216.55.100,443,18.216.55.100,US,Chicago,中转,52 ms,379 Mbps,48537 kB/s
150.230.34.116,443,150.230.34.116,US,San Jose,中转,16 ms,562 Mbps,71987 kB/s
35.230.79.26,443,35.197.116.110,US,Seattle,隧道,37 ms,555 Mbps,71065 kB/s
132.226.31.178,443,2a09:bac5:60ec:78::c:32f,US,Los Angeles,隧道,24 ms,47 Mbps,6132 kB/s
3.112.21.102,443,3.112.21.102,JP,Tokyo,中转,116 ms,192 Mbps,24576 kB/s
34.82.76.253,443,34.82.87.23,US,Seattle,隧道,126 ms,554 Mbps,70963 kB/s
129.159.32.14,443,2603:c024:c014:2400:1d7d:547f:d203:4630,US,San Jose,隧道,19 ms,744 Mbps,95334 kB/s
152.70.155.147,443,152.70.155.147,US,Los Angeles,中转,30 ms,320 Mbps,41062 kB/s
158.180.65.145,443,2603:c024:e:6666::6666,KR,Seoul,隧道,132 ms,44 Mbps,5722 kB/s
144.24.78.162,443,144.24.78.162,KR,Seoul,中转,132 ms,92 Mbps,11878 kB/s
158.178.159.132,443,2a0b:21c0:1007:1c9:0:9667:412:4652,DE,Frankfurt,隧道,145 ms,129 Mbps,16588 kB/s
129.159.241.239,443,2a0b:21c0:1007:1c8:0:a770:e060:f33d,DE,Frankfurt,隧道,145 ms,121 Mbps,15564 kB/s
184.169.181.217,443,184.169.181.217,US,San Jose,中转,35 ms,936 Mbps,119808 kB/s
3.67.25.193,443,18.197.218.69,DE,Frankfurt,隧道,146 ms,122 Mbps,15667 kB/s
129.154.50.220,443,129.154.50.220,KR,Seoul,中转,198 ms,144 Mbps,18432 kB/s
23.94.217.204,443,23.94.217.204,NL,Amsterdam,中转,184 ms,140 Mbps,18022 kB/s
150.136.87.192,443,150.136.87.192,US,Ashburn,中转,61 ms,46 Mbps,5997 kB/s
146.56.46.84,443,2603:c022:8007:a810::dcba,KR,Seoul,隧道,142 ms,47 Mbps,6022 kB/s
155.248.196.123,443,155.248.196.123,US,Vancouver,中转,156 ms,70 Mbps,8964 kB/s
152.67.203.34,443,104.28.207.57,KR,Seoul,隧道,140 ms,132 Mbps,16998 kB/s
141.147.75.27,443,2606:f240:f00:83a7:0:9510:d613:b8d8,US,Frankfurt,隧道,156 ms,116 Mbps,14950 kB/s
130.162.243.84,443,2a0b:21c0:100a:1b3:0:4c93:abc5:e65c,DE,Frankfurt,隧道,145 ms,108 Mbps,13926 kB/s
43.131.49.250,443,43.131.49.250,DE,Frankfurt,中转,145 ms,118 Mbps,15155 kB/s
54.169.229.188,443,2406:da18:618:7e00:33b7:2027:d986:fdaa,SG,Singapore,隧道,175 ms,3 Mbps,414 kB/s
141.145.217.226,443,141.145.217.226,FR,Paris,中转,129 ms,36 Mbps,4710 kB/s
138.3.254.39,443,138.3.254.39,115 Mbps,14745 kB/s
